I1,P(IPO),P(L),C6_Prime,P(1Day),Y1,Y2
LVS,3.367295829986474,3.1780538303479458,2.519842099789747,3.5975292041200144,0,1
MA,3.6635616461296463,3.6888794541139363,0.0,1.6631034873475838,1,0
MACK,1.9459101490553132,2.0794415416798357,0.0,1.8211496944129553,1,0
MAKO,2.302585092994046,2.302585092994046,0.0,2.0938596372751075,1,0
MANU,2.6390573296152584,2.772588722239781,0.0,2.4101422641752306,1,0
MAPP,2.4849066497880004,2.6390573296152584,0.0,2.372249840114764,1,1
MASI,2.833213344056216,2.772588722239781,0.0,2.7545379452679133,0,1
MATH,1.791759469228055,1.791759469228055,0.0,0.0,1,0
MBLX,2.6390573296152584,2.4849066497880004,1.9740230337485711,4.53260314324201,0,1
MBRX,1.9459101490553132,2.3978952727983707,0.0,1.8814444911740968,1,0
MCP,2.6390573296152584,2.70805020110221,0.0,2.342256085012372,1,0
MDAS,2.772588722239781,2.6390573296152584,1.8820720577620569,2.736851837399214,0,1
MDMD,2.4423470353692043,2.6390573296152584,0.0,2.2239800905693157,1,0
MDSO,2.6390573296152584,2.3978952727983707,2.5543647746451774,2.040827550958674,0,0
MEDE,2.302585092994046,2.4423470353692043,0.0,2.1544346900318834,1,0
MEDH,2.0794415416798357,2.302585092994046,0.0,2.083928718720476,1,1
MELA,1.6094379124341003,1.7047480922384253,0.0,4.256161397741432,1,1
MEMS,2.302585092994046,2.3978952727983707,0.0,2.172240742884306,1,1
MEND,2.3978952727983707,2.4849066497880004,0.0,2.2246538352267105,1,1
MFLX,2.302585092994046,2.4849066497880004,0.0,2.1573034452689672,1,1
MG,2.5257286443082556,2.6390573296152584,0.0,2.325734915395674,1,1
MHGC,2.995732273553991,2.9444389791664403,0.0,2.7094320051445395,0,0
MIPI,2.6390573296152584,2.6390573296152584,0.0,2.4152958271178657,1,1
MJN,3.1780538303479458,3.044522437723423,1.8820720577620569,2.978738573408157,0,1
MKTG,2.4849066497880004,2.1400661634962708,3.0978733152070044,2.487941914186339,0,1
MLNX,2.833213344056216,2.6390573296152584,2.371262202993375,2.7144176165949063,0,1
MM,2.5649493574615367,2.1972245773362196,3.107232505953859,2.924017738212866,0,1
MNKD,2.6390573296152584,2.5649493574615367,0.0,2.4147242903575985,0,1
MNTA,1.8718021769015913,1.9459101490553132,0.0,1.9840396340608712,1,1
MOH,2.8622008809294686,2.772588722239781,1.4327608115831811,2.371262184148276,0,0
MOTR,2.302585092994046,2.302585092994046,0.0,4.379969384633416,1,1
MOTV,2.302585092994046,2.3978952727983707,0.0,2.1651534198912694,1,1
MPO,2.5649493574615367,2.772588722239781,0.0,5.31329249169351,1,1
MPWR,2.1400661634962708,1.9459101490553132,1.8420157493201932,2.1428825504580344,0,1
MRC,3.044522437723423,3.044522437723423,0.0,2.7606748032995267,1,1
MRIN,2.6390573296152584,2.3978952727983707,2.5543647746451774,2.5334179838207707,0,1
MRT,2.833213344056216,2.6390573296152584,2.371262202993375,2.6158791541092543,0,1
MTDR,2.4849066497880004,2.6390573296152584,0.0,2.273417971888172,1,0
MTSI,2.9444389791664403,2.833213344056216,1.7710976153043514,2.7390750797337238,0,1
MUSA,3.044522437723423,2.8903717578961645,2.19158741684435,2.677731800328678,0,0
MXL,2.6390573296152584,2.3978952727983707,2.5543647746451774,2.6542828933727907,0,1
MYOG,2.6390573296152584,2.6390573296152584,0.0,2.460719357921129,1,1
N,3.258096538021482,2.5649493574615367,4.296451820203281,3.286569225721215,0,1
NCIT,2.3513752571634776,2.302585092994046,0.0,2.3001890203821787,1,1
NCMI,3.044522437723423,2.8903717578961645,2.19158741684435,2.949909030089295,0,1
NETL,2.4849066497880004,2.4849066497880004,0.0,1.7920430792427267,1,0
NEXT,2.6390573296152584,2.6390573296152584,0.0,2.5763134657051987,1,1
NGSX,2.3978952727983707,2.5649493574615367,0.0,2.172240742884306,1,0
NGVC,2.70805020110221,2.5649493574615367,1.9258567855541788,2.6139292173380504,0,1
NHWK,2.772588722239781,2.4849066497880004,2.847033872200803,2.7435108536579547,0,1
NILE,3.0204248861443626,2.8622008809294686,2.2111561970705265,3.0509805901403078,0,1
NLC,2.70805020110221,2.833213344056216,0.0,2.530298035626735,1,1
NLSN,3.1354942159291497,2.995732273553991,2.1196796658966526,2.924017738212866,0,1
NOR,2.0794415416798357,2.0794415416798357,0.0,3.9493622855547668,1,1
NOW,2.8903717578961645,2.70805020110221,2.320794416806389,2.908339072628555,0,1
NPTN,2.3978952727983707,2.1972245773362196,2.1544346900318834,2.3663117455816844,0,1
NPTT,2.4849066497880004,2.3978952727983707,4.149132666831218,2.256524258322111,0,0
NSE,2.803360380906535,2.8903717578961645,0.0,2.549929512340958,1,1
NSPH,2.6390573296152584,2.6390573296152584,0.0,6.83990335183739,1,1
NSR,3.091042453358316,2.8903717578961645,2.5087413298623935,2.9624960684073707,0,1
NSTC,2.4849066497880004,2.4849066497880004,0.0,2.3269667949338237,1,1
NSTR,2.70805020110221,2.4849066497880004,2.4871131731971623,2.550954423274808,0,1
NTGR,2.6390573296152584,2.302585092994046,3.0100671895439572,2.605609218126951,0,1
NURO,2.0794415416798357,2.302585092994046,0.0,10.504761442988068,1,1
NVT,3.091042453358316,3.0204248861443626,1.3248819442174422,2.935667304794679,0,1
NXPI,2.6390573296152584,2.8903717578961645,0.0,2.4101422641752306,1,0
NXST,2.6390573296152584,2.6390573296152584,0.0,2.3663117455816844,1,0
NXTM,2.302585092994046,2.3978952727983707,0.0,2.274062745034351,1,1
NZ,2.4849066497880004,2.1972245773362196,2.7144176165949063,2.5907958576477355,0,1
OAS,2.6390573296152584,2.5649493574615367,0.0,2.4596178992337747,0,1
OCLS,2.0794415416798357,2.0794415416798357,0.0,3.793710741559846,1,1
OCNF,2.9444389791664403,2.9444389791664403,0.0,10.502946207091295,1,1
ODMO,2.1972245773362196,2.1972245773362196,0.0,2.0606426499042785,1,0
OESX,2.5649493574615367,2.4849066497880004,0.0,2.7767634749334413,0,1
OLED,2.4849066497880004,2.5649493574615367,0.0,2.007472062094848,1,0
OMER,2.302585092994046,2.302585092994046,0.0,2.0590714027450883,1,0
OMPI,2.3978952727983707,2.5649493574615367,0.0,2.1615923601590095,1,0
OMRI,2.302585092994046,2.70805020110221,0.0,2.156586954732505,1,1
ONE,2.4849066497880004,2.70805020110221,0.0,2.4255375126349445,1,1
OPTM,2.8622008809294686,2.6026896854443837,2.7452659121946708,2.6961995172676603,0,1
OPTR,1.9459101490553132,2.0794415416798357,0.0,2.040827550958674,1,1
OPTT,2.995732273553991,2.995732273553991,0.0,5.62943644346807,1,1
OPXT,2.70805020110221,2.5649493574615367,1.9258567855541788,2.5912923500028513,0,1
ORA,2.70805020110221,2.70805020110221,0.0,2.5023977037405514,1,1
ORBC,2.3978952727983707,2.4849066497880004,0.0,1.9789458048402027,1,0
OREX,2.4849066497880004,2.3978952727983707,0.0,2.3513346877207577,0,1
OSIR,2.3978952727983707,2.3978952727983707,0.0,2.2239800905693157,1,0
OVNT,2.9444389791664403,2.833213344056216,1.7710976153043514,2.808815745593724,0,1
OWW,2.70805020110221,2.772588722239781,0.0,2.4384994805366564,1,0
P,2.772588722239781,1.9459101490553132,4.641588833612778,2.5922848248965376,0,1
PA,2.8903717578961645,2.9444389791664403,0.0,2.5888079258248173,1,0
PANW,3.7376696182833684,3.6375861597263857,1.9740230337485711,3.7593544488361696,0,1
PAR,2.6390573296152584,2.3978952727983707,2.5543647746451774,1.6606896930503934,0,0
PAY,2.302585092994046,2.4849066497880004,0.0,2.207002481221052,1,1
PBH,2.772588722239781,2.6390573296152584,1.8820720577620569,2.608551723138084,0,1
PCRX,1.9459101490553132,2.6390573296152584,0.0,1.914751287923832,1,1
PCS,3.1354942159291497,2.9444389791664403,2.46621207433047,3.7983372050310455,0,1
PEC,2.6390573296152584,2.6390573296152584,0.0,2.430626041795634,1,1
PFMT,2.1972245773362196,2.4849066497880004,0.0,2.196689261379012,1,1
PFWD,2.0149030205422647,2.0794415416798357,0.0,2.106705728580581,1,1
PGTI,2.6390573296152584,2.772588722239781,0.0,2.493315476119323,1,1
PHRM,2.6390573296152584,2.6390573296152584,0.0,2.4101422641752306,1,0
PINN,2.1972245773362196,2.302585092994046,0.0,2.048005210274148,1,0
PLOW,2.4203681286504293,2.4203681286504293,0.0,2.2433548767778304,1,1
PLTE,2.833213344056216,2.70805020110221,1.8420157493201932,2.641923936849304,0,1
PMII,2.3978952727983707,2.4849066497880004,0.0,2.27599481263888,1,1
PODD,2.70805020110221,2.6390573296152584,0.0,2.5177404810543833,0,1
PPO,2.9444389791664403,2.995732273553991,0.0,2.62219658681492,1,0
PRAI,2.9444389791664403,2.772588722239781,2.274366019525953,2.7589241763811208,0,1
PRGN,2.772588722239781,2.209372711271867,4.228960366379371,5.253587510176472,0,1
PRLB,2.772588722239781,2.5649493574615367,2.4264275032025866,3.0723168256858475,0,1
PRMW,2.4849066497880004,2.3978952727983707,0.0,2.3483162714772363,0,1
PROJ,2.8903717578961645,2.833213344056216,0.0,2.6183125685655964,0,0
PRSC,2.7568403652716422,2.302585092994046,3.5083289579009125,2.4101422641752306,0,0
PRSS,2.9444389791664403,2.772588722239781,2.274366019525953,2.66980536423148,0,1
PRTS,2.302585092994046,2.302585092994046,0.0,2.2830511895571526,1,1
PRVD,2.70805020110221,2.6390573296152584,0.0,2.3513346877207577,0,0
PSMI,2.6390573296152584,2.6390573296152584,0.0,2.4502151713364744,1,1
PSPT,1.9459101490553132,2.302585092994046,0.0,1.866255578408624,1,0
PTEK,2.3978952727983707,2.302585092994046,0.0,2.9481843431326955,0,1
PUMP,2.70805020110221,2.5649493574615367,1.9258567855541788,2.620741394208897,0,1
QLIK,2.302585092994046,2.1400661634962708,2.2314431669405645,2.339214202189298,0,1
QLTY,2.833213344056216,2.70805020110221,1.8420157493201932,2.6566936254437725,0,1
QLYS,2.4849066497880004,2.3978952727983707,0.0,2.419288993102581,0,1
QNST,2.70805020110221,2.833213344056216,0.0,2.46621207433047,1,0
QXM,2.4849066497880004,2.3978952727983707,0.0,2.244678783346968,0,0
RA,2.70805020110221,2.772588722239781,0.0,2.395709928531392,1,0
RACK,2.4849066497880004,2.3978952727983707,0.0,2.3020775179631476,0,1
RAIL,2.9444389791664403,2.772588722239781,2.274366019525953,2.7602373547293793,0,1
RBCN,2.6390573296152584,2.4849066497880004,1.9740230337485711,2.596247050925552,0,1
RDYN,2.302585092994046,2.6390573296152584,0.0,4.6570091560200115,1,1
REDE,2.6390573296152584,2.4849066497880004,0.0,2.4412991379673996,0,1
REGI,2.302585092994046,2.5649493574615367,0.0,2.1615923601590095,1,1
REST,2.0794415416798357,2.1972245773362196,0.0,2.015709579834214,1,1
REXX,2.3978952727983707,2.3978952727983707,0.0,2.1637304160111586,1,0
RHEO,2.4849066497880004,2.302585092994046,2.087064022423232,6.557671023461672,0,1
RKUS,2.70805020110221,2.5649493574615367,1.9258567855541788,2.3052181460292234,0,0
RLD,2.772588722239781,2.5649493574615367,2.4264275032025866,2.692066341585242,0,1
RLOC,2.5649493574615367,2.833213344056216,0.0,2.4651154674511013,1,1
RNDY,2.1400661634962708,2.302585092994046,0.0,2.080083823051904,1,1
RNET,2.4849066497880004,2.6390573296152584,0.0,2.323884704422383,1,1
RNOW,1.9459101490553132,2.1972245773362196,0.0,1.9129311827723894,1,0
ROC,2.995732273553991,3.1354942159291497,0.0,2.7144176165949063,1,0
ROLL,2.6741486494265287,2.6390573296152584,0.0,2.4809214652537817,1,1
ROSG,1.9459101490553132,2.0149030205422647,0.0,7.601295020853829,1,1
ROX,2.1972245773362196,2.0794415416798357,0.0,2.080083823051904,0,0
RP,2.3978952727983707,2.5649493574615367,0.0,2.4396201402843545,1,1
RRR,3.091042453358316,3.1354942159291497,0.0,2.6684016487219453,1,0
RRST,2.5257286443082556,2.3978952727983707,1.6091489743427165,1.7133890813751438,0,0
RRTS,2.6390573296152584,2.6390573296152584,0.0,2.395709928531392,1,0
RST,2.8903717578961645,2.70805020110221,2.320794416806389,2.9286887336210663,0,1
RUE,2.9444389791664403,2.772588722239781,2.274366019525953,2.8964681235037206,0,1
RVBD,2.277267285009756,1.9459101490553132,2.9551266447632476,1.9703973444491798,0,0
SAI,2.70805020110221,2.5649493574615367,1.9258567855541788,3.7103448022204915,0,1
SAVE,2.4849066497880004,2.6390573296152584,0.0,2.26044526168342,1,0
SB,2.9444389791664403,2.995732273553991,0.0,2.6637119873067188,1,0
SCMP,2.4423470353692043,2.6390573296152584,0.0,2.305845260013893,1,1
SCOP,1.9459101490553132,1.9459101490553132,0.0,1.934548033785635,1,1
SCOR,2.803360380906535,2.6390573296152584,2.1544346900318834,2.8631077484163727,0,1
SCTY,2.0794415416798357,2.5649493574615367,0.0,2.27599481263888,1,1
SDXC,2.833213344056216,2.6390573296152584,2.371262202993375,2.6684016487219453,0,1
SEM,2.302585092994046,2.3978952727983707,0.0,2.1608787114542087,1,1
SENO,2.0794415416798357,2.1972245773362196,0.0,2.0148889105551726,1,1
SFLY,2.70805020110221,2.5649493574615367,1.9258567855541788,2.495993593083738,0,1
SFSF,2.302585092994046,2.0794415416798357,2.2314431669405645,2.3663117455816844,0,1
SGOC,1.6094379124341003,1.791759469228055,0.0,1.7156569932214178,1,1
SGTL,2.70805020110221,2.3978952727983707,2.924017738212866,2.705339194247595,0,1
SGXP,1.791759469228055,2.3978952727983707,0.0,1.8171205928321394,1,0
SHMR,2.6390573296152584,2.5649493574615367,0.0,2.519842099789747,0,1
SHO,2.833213344056216,2.8903717578961645,0.0,2.5712815906582356,1,0
SHOR,2.2512917986064953,2.1400661634962708,0.0,2.2989282731210845,0,1
SIRF,2.4849066497880004,2.302585092994046,2.087064022423232,2.4825450909284825,0,1
SIRT,2.302585092994046,2.1972245773362196,0.0,2.207686626639899,0,1
SLCA,2.833213344056216,2.772588722239781,0.0,2.519842099789747,0,0
SLRY,2.3513752571634776,2.0794415416798357,2.5543647746451774,2.320794416806389,0,1
SMA,2.70805020110221,2.5649493574615367,1.9258567855541788,2.6495430744870894,0,1
SMBI,2.70805020110221,2.5649493574615367,1.9258567855541788,2.6509667369146803,0,1
SMCI,2.0794415416798357,2.2512917986064953,0.0,2.0614273757213013,1,1
SN,3.091042453358316,3.1780538303479458,0.0,2.6328187140857184,1,0
SNCR,2.0794415416798357,2.1972245773362196,0.0,2.06846303028208,1,1
SNMX,1.791759469228055,1.791759469228055,0.0,1.88988157484231,1,1
SNTA,2.302585092994046,2.6390573296152584,0.0,2.086994462981066,1,0
SOLR,2.803360380906535,2.740840023925201,0.0,2.443534249435991,0,0
SOMX,2.3978952727983707,2.302585092994046,0.0,4.4085234283984285,0,1
SPLK,2.833213344056216,2.3978952727983707,3.4668063717531736,3.2859518995490196,0,1
SPWR,2.8903717578961645,2.772588722239781,1.805165505978112,2.941457649575617,0,1
SQI,2.2512917986064953,2.2512917986064953,0.0,2.306472033075274,1,1
SREV,2.302585092994046,2.0149030205422647,2.768182380588132,2.3008188832825995,0,1
SRVY,2.5649493574615367,2.5649493574615367,0.0,2.6542828933727907,1,1
SSNC,2.70805020110221,2.5649493574615367,1.9258567855541788,2.4705886757498665,0,1
SSNI,2.833213344056216,2.772588722239781,0.0,2.8020393306553877,0,1
SSTK,2.833213344056216,2.5649493574615367,2.777566121439121,2.7875295701142853,0,1
ST,2.8903717578961645,2.8903717578961645,0.0,2.644786236347104,1,1
STAK,2.5649493574615367,2.3978952727983707,2.027400665191134,5.631119266547852,0,1
STAR,2.4849066497880004,2.1972245773362196,2.7144176165949063,2.410715970996274,0,1
STNG,2.5649493574615367,2.6390573296152584,0.0,2.3245017883187473,1,0
STRI,2.302585092994046,2.3978952727983707,0.0,3.399884743836872,1,1
STXS,2.0794415416798357,2.6390573296152584,0.0,4.115588057351861,1,1
SUSS,2.803360380906535,2.772588722239781,0.0,2.620741394208897,1,1
SVR,2.772588722239781,2.995732273553991,0.0,2.519842099789747,1,0
SWFT,2.3978952727983707,2.5649493574615367,0.0,2.2306991300294965,1,1
SWI,2.5257286443082556,2.2512917986064953,2.6706290300973246,2.395709928531392,0,1
SWSI,2.5649493574615367,2.3978952727983707,2.027400665191134,2.636180580378832,0,1
SXC,2.772588722239781,2.70805020110221,0.0,2.5712815906582356,0,1
SXE,2.995732273553991,2.9444389791664403,0.0,2.8168205360035725,0,1
SZYM,2.8903717578961645,2.70805020110221,2.320794416806389,2.7461654545691774,0,1
TARG,2.302585092994046,2.4849066497880004,0.0,2.11045429449015,1,0
TAST,2.5649493574615367,2.6390573296152584,0.0,1.6177550041776272,1,0
TBSI,2.302585092994046,2.3978952727983707,0.0,2.158019446542979,1,1
TDG,3.044522437723423,2.995732273553991,0.0,2.8884998532715964,0,1
TEA,2.833213344056216,2.5649493574615367,2.777566121439121,3.029341687560211,0,1
TEU,2.4849066497880004,2.70805020110221,0.0,2.2239800905693157,1,0
TFM,3.091042453358316,2.8903717578961645,2.5087413298623935,3.178435757788946,0,1
TGH,2.803360380906535,2.9444389791664403,0.0,2.5712815906582356,1,1
THLD,1.9459101490553132,2.6390573296152584,0.0,3.499047156217418,1,1
THR,2.4849066497880004,2.4849066497880004,0.0,2.3070984059526425,1,1
THRM,1.9459101490553132,2.0794415416798357,0.0,1.360818419757399,1,0
THRX,2.772588722239781,2.5649493574615367,2.4264275032025866,2.411875172647195,0,0
TIS,2.0794415416798357,1.9459101490553132,0.0,1.7828270637441368,0,0
TITN,2.1400661634962708,2.0149030205422647,0.0,2.1164244599659883,0,1
TLEO,2.6390573296152584,2.6390573296152584,0.0,2.3869664061722067,1,0
TLVT,2.1972245773362196,2.5257286443082556,0.0,2.0816234859553355,1,1
TMH,2.4849066497880004,2.6390573296152584,0.0,2.339823227911624,1,1
TNAV,2.0794415416798357,2.1972245773362196,0.0,2.139974975013418,1,1
TNDM,2.70805020110221,2.5649493574615367,1.9258567855541788,2.680518214414465,0,1
TNK,2.970414465569701,2.8622008809294686,1.7549958366478784,2.7148699545026838,0,1
TOWR,2.5649493574615367,2.70805020110221,0.0,2.3513346877207577,1,0
TRAK,2.833213344056216,2.6390573296152584,2.371262202993375,2.6800542054826817,0,1
TRBN,2.5649493574615367,2.5649493574615367,0.0,2.3567483798891184,1,1
TRCA,2.1972245773362196,2.3978952727983707,0.0,2.080083823051904,1,0
TRFC,2.4849066497880004,2.3513752571634776,1.6321399230336169,2.2989282731210845,0,1
TRGT,2.1972245773362196,2.3978952727983707,0.0,3.0560957794101684,1,1
TRLA,2.833213344056216,2.6390573296152584,2.371262202993375,2.8844991406148166,0,1
TRS,2.3978952727983707,2.3978952727983707,0.0,2.127356988383301,1,0
TRW,3.332204510175204,3.332204510175204,0.0,3.00369915470894,1,0
TRX,2.6390573296152584,2.917770732084279,0.0,0.92831777133356,1,0
TRXI,2.1972245773362196,2.3978952727983707,0.0,2.080083823051904,1,0
TSLA,2.833213344056216,2.6390573296152584,2.371262202993375,2.8800854924808035,0,1
TSON,2.70805020110221,2.4849066497880004,2.4871131731971623,2.8844991406148166,0,1
TSRA,2.5649493574615367,2.1972245773362196,3.107232505953859,2.644786236347104,0,1
TSRO,2.6026896854443837,2.4849066497880004,0.0,2.392220154170027,0,1
TSRX,1.6094379124341003,2.4849066497880004,0.0,1.7099759466766968,1,0
TTGT,2.5649493574615367,2.4849066497880004,0.0,2.4546489522483594,0,1
TTPH,1.9459101490553132,2.0794415416798357,0.0,1.9129311827723894,1,0
TTPY,2.9444389791664403,2.70805020110221,2.656646422956528,2.830200304634288,0,1
TUMI,2.8903717578961645,2.70805020110221,2.320794416806389,2.981365978871846,0,1
TWLL,2.1972245773362196,2.3978952727983707,0.0,2.0606426499042785,1,0
TXRH,2.8622008809294686,2.70805020110221,2.1085816632543732,2.2393737315859137,0,0
TYPE,2.4849066497880004,2.5649493574615367,0.0,2.292603852846664,1,1
UACL,2.995732273553991,2.8903717578961645,1.739464085489495,2.8231080866430855,0,1
UAPH,2.772588722239781,2.70805020110221,0.0,2.536530266343385,0,1
UBNT,2.70805020110221,2.70805020110221,0.0,2.596247050925552,1,1
UNCA,2.302585092994046,2.1972245773362196,0.0,2.270835276337516,0,1
UPG,1.9459101490553132,1.9459101490553132,0.0,1.9442962850073846,1,1
USBE,2.6390573296152584,2.70805020110221,0.0,2.471680432502895,1,1
V,3.784189633918261,3.6109179126442243,2.250117199708515,2.4172940635558198,0,0
VCC,1.791759469228055,1.6094379124341003,0.0,1.9037782619633032,0,1
VCG,2.70805020110221,2.772588722239781,0.0,2.4830858223155468,1,1
VCRA,2.772588722239781,2.4849066497880004,2.847033872200803,2.7602373547293793,0,1
VG,2.833213344056216,2.772588722239781,0.0,2.4579638328488222,0,0
VIAC,1.9459101490553132,1.9459101490553132,0.0,2.0555274520304097,1,1
VITC,2.4849066497880004,2.3978952727983707,0.0,2.292603852846664,0,1
VLCM,2.9444389791664403,2.70805020110221,2.656646422956528,2.9914571950207876,0,1
VLRX,2.1972245773362196,2.302585092994046,0.0,2.149395900225693,1,1
VM,2.70805020110221,2.70805020110221,0.0,2.5066489674822927,1,1
VNDA,2.302585092994046,2.4849066497880004,0.0,2.13120449592964,1,0
VNTV,2.833213344056216,2.772588722239781,0.0,2.691606306043642,0,1
VNUS,2.70805020110221,2.5649493574615367,1.9258567855541788,2.4684023150237606,0,1
VOCS,2.1972245773362196,2.1972245773362196,0.0,2.1544346900318834,1,1
VOLC,2.0794415416798357,2.302585092994046,0.0,2.0645602458287797,1,1
VPRT,2.4849066497880004,2.1972245773362196,2.7144176165949063,2.4798378319211505,0,1
VQ,2.833213344056216,2.9444389791664403,0.0,2.5712815906582356,1,0
VRA,2.772588722239781,2.6390573296152584,1.8820720577620569,2.918157982454058,0,1
VRAD,2.833213344056216,2.772588722239781,0.0,2.7479323300475067,0,1
VRAZ,2.0794415416798357,2.302585092994046,0.0,5.798890300158516,1,1
VRGY,2.70805020110221,2.772588722239781,0.0,2.4244037929199393,1,0
VRSK,3.091042453358316,2.9444389791664403,2.1544346900318834,3.0081260917207935,0,1
VRTU,2.6390573296152584,2.6390573296152584,0.0,2.2804902798552686,1,0
VSE,3.1354942159291497,3.044522437723423,1.91081041475565,3.107232505953859,0,1
VSI,2.833213344056216,2.6390573296152584,2.371262202993375,2.6183125685655964,0,1
VSTM,2.302585092994046,2.1972245773362196,0.0,2.2300290338265705,0,1
VTUS,1.791759469228055,1.791759469228055,0.0,3.15817979882819,1,1
WAGE,2.1972245773362196,2.302585092994046,0.0,2.3269667949338237,1,1
WAIR,2.70805020110221,2.740840023925201,0.0,2.4618198838805014,1,0
WBMD,2.8622008809294686,2.740840023925201,1.823218358642896,2.0606426499042785,0,0
WCAA,2.2512917986064953,2.1972245773362196,0.0,2.048005210274148,1,0
WCG,2.833213344056216,2.6390573296152584,2.371262202993375,2.692985909722443,0,1
WCRX,2.70805020110221,2.833213344056216,0.0,2.4634687778586897,1,0
WDAY,3.332204510175204,3.1780538303479458,2.2894284851066633,3.6515724413125943,0,1
WIFI,2.6026896854443837,2.4849066497880004,1.5667831201909692,2.295770448791363,0,0
WLDN,2.302585092994046,2.1972245773362196,0.0,2.1939226500325977,0,1
WLK,2.6741486494265287,2.803360380906535,0.0,1.942089346520837,1,0
WLL,2.740840023925201,2.6390573296152584,1.4938015821857216,2.011187324280931,0,0
WLSC,2.772588722239781,2.772588722239781,0.0,2.518791703753725,1,0
WMG,2.833213344056216,3.091042453358316,0.0,2.5406681658460197,1,0
WNR,2.833213344056216,2.70805020110221,1.8420157493201932,2.6490681499968614,0,1
WOLF,2.833213344056216,2.70805020110221,1.8420157493201932,2.7589241763811208,0,1
WSSI,2.1400661634962708,2.0794415416798357,0.0,2.083160874613118,0,1
WSTC,2.995732273553991,3.091042453358316,0.0,2.6618315447852856,1,0
WTI,2.9444389791664403,2.803360380906535,2.046528216187626,2.644786236347104,0,0
XCYT,2.0794415416798357,2.5649493574615367,0.0,7.998437194724838,1,1
XGEN,1.9459101490553132,2.1972245773362196,0.0,1.9574338205844317,1,1
XPRT,2.833213344056216,2.6390573296152584,2.371262202993375,2.7602373547293793,0,1
XRM,2.4849066497880004,2.6390573296152584,0.0,6.214464494035591,1,1
XTNT,2.772588722239781,2.772588722239781,0.0,2.5447926541255494,1,1
XTXI,2.970414465569701,2.803360380906535,2.252495760887213,2.038156271944064,0,0
Z,2.995732273553991,2.4849066497880004,3.776170216768594,3.294880338105473,0,1
ZBB,1.791759469228055,1.7047480922384253,0.0,3.0723168256858475,0,1
ZINC,2.8903717578961645,2.8903717578961645,0.0,2.6495430563738207,1,1
ZIP,2.8903717578961645,2.6390573296152584,2.7144176165949063,3.036588971875663,0,1
ZLTQ,2.5649493574615367,2.6390573296152584,0.0,2.493315476119323,1,1
ZSTN,2.0794415416798357,2.0149030205422647,0.0,1.959172217431123,0,0
ZUMZ,2.9444389791664403,2.70805020110221,2.656646422956528,2.3167647396321795,0,0
ZZ,2.772588722239781,2.6390573296152584,1.8820720577620569,2.027951067722267,0,0
