I1,C4,S2,T1,T3_Prime,C4,C6_Prime,industry_1,industry_2,Y1,Y2
FIO,-0.05263816056638923,4.700480365792417,6.0014148779611505,0.7211800230522276,-0.05263816056638923,2.274366019525953,1,0,0,1
FIRE,-0.04436262175280906,5.003946305945459,6.257667587882639,0.8219940223234409,-0.04436262175280906,2.4871131731971623,0,1,0,1
FIVE,0.023492497110513433,4.343805421853684,6.19644412779452,0.8178338370053856,0.023492497110513433,1.8420157493201932,0,0,0,1
FLT,0.0552387875374565,5.0369526024136295,6.561030665896573,0.7719167104611698,0.0552387875374565,0.0,0,1,1,1
FLTX,-0.011098404275872215,5.384495062789089,6.467698726104354,0.7777388552460318,-0.011098404275872215,1.8420157493201932,0,1,0,1
FN,-0.0014126500501653585,4.976733742420574,6.269096283706261,0.7809914391584586,-0.0014126500501653585,0.0,1,0,1,1
FNET,-0.0038625301630184003,4.276666119016055,5.521460917862246,0.6558979794119871,-0.0038625301630184003,0.0,1,0,1,1
FOLD,0.005860839623049092,4.3694478524670215,5.849324779946859,0.8357323424526059,0.005860839623049092,0.0,1,0,0,0
FOXH,0.010983105662161895,3.784189633918261,5.472270673671475,0.8131419872283177,0.010983105662161895,1.9740230337485711,1,0,0,1
FRAN,0.01976938067024998,5.003946305945459,6.3784261836515865,0.7285050661433586,0.01976938067024998,2.371262202993375,0,0,0,1
FRP,-0.006417682468154485,4.762173934797756,6.249975242259483,0.7645393921960665,-0.006417682468154485,0.0,0,0,1,0
FSL,-0.01910244342436604,5.993961427306569,6.77078942390898,0.8466866844469053,-0.01910244342436604,0.0,1,0,1,1
FSLR,0.04260324179750454,5.231108616854587,6.313548046277095,0.8011748645080261,0.04260324179750454,2.2314431669405645,1,0,0,1
FSTC,-0.024071643443847882,4.248495242049359,5.937536205082426,0.831481467865481,-0.024071643443847882,0.0,0,1,1,0
FTD,0.006385606555695641,4.290459441148391,6.186208623900494,0.7312981213288339,0.006385606555695641,0.0,0,1,0,1
FTNT,0.06748534626612396,4.875197323201151,6.349138991379798,0.8231916286173184,0.06748534626612396,2.924017738212866,1,0,0,0
FUQI,0.0009944971818087848,4.406719247264253,5.811140992976701,0.7916641974363113,0.0009944971818087848,2.320794416806389,1,0,0,1
G,-0.05328217125439354,4.727387818712341,6.46302945692067,0.8195726765112074,-0.05328217125439354,0.0,0,0,1,1
GASS,-0.019194814550172485,4.060443010546419,5.955837369464831,0.8050130172518561,-0.019194814550172485,0.0,0,0,1,0
GEVO,0.029860707346193956,4.941642422609304,6.257667587882639,0.7963594189713319,0.029860707346193956,1.9258567855541788,0,1,0,1
GGL,0.027548650055080844,4.430816798843313,5.786897381366708,0.8170624411890716,0.027548650055080844,1.805165505978112,1,0,0,1
GGS,0.045262646375410436,4.718498871295094,6.159095388491933,0.8089939341368537,0.045262646375410436,0.0,0,0,1,0
GGXY,0.04125354038757876,4.330733340286331,6.1070228877422545,0.824179501150781,0.04125354038757876,2.5543647746451774,0,0,0,1
GHDX,-0.02469393686831301,3.8066624897703196,5.752572638825633,0.8013405227160859,-0.02469393686831301,0.0,0,1,1,0
GKIS,0.039421514193675476,4.68213122712422,5.631211781821365,0.787900218338994,0.039421514193675476,0.0,1,0,1,1
GLOG,0.038019996703800685,4.465908118654584,6.248042874508429,0.8314477054412011,0.038019996703800685,0.0,0,0,1,0
GLUU,0.017658788652279187,5.1298987149230735,6.396929655216146,0.7403510642469636,0.017658788652279187,1.6565038123598101,0,1,0,1
GMAN,0.02312823138279143,4.48863636973214,5.953243334287785,0.0,0.02312823138279143,0.0,0,0,1,1
GMED,-0.0010333903498208519,4.9344739331306915,5.986452005284438,0.8199834242439997,-0.0010333903498208519,0.0,1,0,1,1
GMET,-0.03686673336937319,5.043425116919247,6.222576268071369,0.8341073874837114,-0.03686673336937319,0.0,0,0,1,0
GMTN,-0.008501908788810792,3.9512437185814275,5.517452896464707,0.8136640232881532,-0.008501908788810792,1.8820720577620569,0,0,0,1
GNMK,0.004195599746942381,4.574710978503383,5.616771097666572,0.7949395274626228,0.004195599746942381,0.0,1,0,1,0
GNOM,0.0502573584765036,4.969813299576001,6.150602768446279,0.8332393590594882,0.0502573584765036,0.0,0,1,1,0
GNRC,-0.05411991916838179,5.25227342804663,6.338594078203183,0.7899491231910533,-0.05411991916838179,0.0,1,0,1,0
GOLF,-0.03722228311578906,4.762173934797756,6.1070228877422545,0.7979939744326344,-0.03722228311578906,0.0,0,0,1,0
GOOG,-0.026448766740728977,4.465908118654584,6.175867270105761,0.8149722940828175,-0.026448766740728977,0.0,0,1,1,0
GRPN,0.008862654741110487,4.770684624465665,6.481577129276431,0.8380873143412325,0.008862654741110487,2.6034991753306884,0,1,0,1
GSAT,-0.0063522437519568905,5.429345628954441,6.63200177739563,0.7987227546598068,-0.0063522437519568905,0.0,0,0,0,0
GSE,0.05204084997257084,5.3230099791384085,6.5337888379333435,0.7871724847390845,0.05204084997257084,0.0,1,0,1,1
GTEC,0.05699491838087051,4.356708826689592,6.013715156042802,0.80667870939197,0.05699491838087051,0.0,0,1,1,1
GTOP,0.013148883711569307,4.07753744390572,5.356586274672012,0.8122397873354317,0.013148883711569307,0.0,1,0,1,1
GTXI,-0.023438007501532746,3.912023005428146,5.267858159063328,0.8284825107291448,-0.023438007501532746,1.5285535436643993,1,0,0,0
GUID,-0.014063666503357754,5.176149732573829,6.297109319933935,0.8164259256020612,-0.014063666503357754,0.0,0,1,1,1
GWAY,0.04916280160245258,4.30406509320417,5.908082938168931,0.8428430654507821,0.04916280160245258,0.0,0,1,1,1
GXDX,0.0020075989510756733,4.8283137373023015,6.0112671744041615,0.8351749510763468,0.0020075989510756733,2.371262202993375,0,1,0,1
HCA,-0.027255578755985905,5.662960480135946,6.037870919922137,0.769535897885528,-0.027255578755985905,1.739464085489495,0,1,0,1
HCCI,-0.032710695501986374,4.110873864173311,5.541263545158426,0.7663966359958261,-0.032710695501986374,0.0,0,0,0,1
HEES,-0.0038625301630184003,5.030437921392435,6.4425401664681985,0.8086643898390664,-0.0038625301630184003,2.320794416806389,0,1,0,1
HEM,-0.00860636833200647,3.912023005428146,5.631211781821365,0.7689851793027283,-0.00860636833200647,0.0,1,0,1,1
HERO,0.007191348327184309,4.634728988229636,6.202535517187923,0.8015098232981318,0.007191348327184309,1.739464085489495,0,0,0,0
HGG,0.036830796877746964,4.343805421853684,5.996452088619021,0.8503666187846115,0.036830796877746964,0.0,0,0,1,1
HIRE,-0.04986259667304091,4.2626798770413155,5.8971538676367405,0.8062250753850693,-0.04986259667304091,0.0,0,1,1,0
HITT,0.059454155167011566,4.219507705176107,5.950642552587727,0.8278179458724025,0.059454155167011566,2.371262202993375,1,0,0,1
HLYS,-0.01269239188194706,4.2626798770413155,5.937536205082426,0.771630212663986,-0.01269239188194706,2.8655216231663623,1,0,0,1
HNSN,0.026883961460419603,4.454347296253507,5.54907608489522,0.8280123618693784,0.026883961460419603,0.0,1,0,0,1
HOO,-0.061199507435685606,5.356586274672012,6.93537044601511,0.7937017669029504,-0.061199507435685606,0.0,0,0,1,0
HPTX,-0.03995423330689589,4.584967478670572,5.988961416889864,0.7879208696481573,-0.03995423330689589,0.0,1,0,1,1
HPY,-0.010885933923670295,4.990432586778736,6.320768294250582,0.7135616666348796,-0.010885933923670295,2.7144176165949063,0,0,0,1
HRZ,-0.022585781468139894,4.406719247264253,5.991464547107982,0.763325576745452,-0.022585781468139894,0.0,0,0,1,1
HS,-0.014905424266206998,4.897839799950911,6.0112671744041615,0.7239346070836631,-0.014905424266206998,2.449986525148223,0,0,0,1
HTZ,0.026883961460419603,5.332718793265369,6.577861357721047,0.7959023165709371,0.026883961460419603,0.0,0,1,1,1
HUN,0.009124591224158932,6.131226489483141,6.939253946041508,0.7620684755335996,0.009124591224158932,1.6565038123598101,1,0,0,1
HURN,0.024642171573121607,3.871201010907891,5.749392985908253,0.7643837602721552,0.024642171573121607,0.0,0,1,0,1
IBI,0.036866889518440776,4.189654742026425,5.697093486505405,0.7982470474857238,0.036866889518440776,0.0,0,0,1,1
ICFI,0.051895160794828976,4.290459441148391,6.115892125483034,0.8275055930783374,0.051895160794828976,0.0,0,1,1,1
ICPT,-0.03990318894493307,4.68213122712422,6.07993319509559,0.8719434448190662,-0.03990318894493307,1.9258567855541788,1,0,0,1
ICXT,-0.019999416118981355,5.313205979041787,6.568077911411976,0.7790440675535157,-0.019999416118981355,0.0,1,0,1,0
IFO,0.019074145624490203,3.6375861597263857,5.262690188904886,0.7182173743792611,0.019074145624490203,0.0,0,0,0,0
IKAN,-0.022858004861799515,6.8501261661455,7.4673710669175595,0.8027365133831103,-0.022858004861799515,2.087064022423232,1,0,0,1
IL,0.050248012316791976,5.4116460518550396,6.678342114654332,0.8263379274034353,0.050248012316791976,0.0,0,1,1,0
ILSE,0.039421514193675476,4.477336814478207,5.932245187448011,0.8156302463908677,0.039421514193675476,2.027400665191134,1,0,0,1
IMI,-0.05097464568124585,4.812184355372417,6.1675164908883415,0.8010811980918452,-0.05097464568124585,0.0,1,0,1,0
IMMC,0.022092379851270345,4.110873864173311,5.768320995793772,0.8194570127161427,0.022092379851270345,0.0,1,0,1,1
INCX,0.039048477802826755,3.7376696182833684,5.44673737166631,0.7872771707584858,0.039048477802826755,0.0,0,1,1,0
INET,-0.06729617762554349,4.3694478524670215,5.945420608606575,0.8413382028321532,-0.06729617762554349,0.0,0,1,1,0
INHX,0.018783088263761943,4.060443010546419,5.517452896464707,0.8298287315409891,0.018783088263761943,0.0,1,0,1,1
INPC,0.07023428379468515,4.709530201312334,6.436150368369428,0.7773576641386875,0.07023428379468515,2.656646422956528,0,0,0,1
INVN,0.01545098227966197,4.382026634673881,6.0473721790462776,0.8211436444743644,0.01545098227966197,0.0,1,0,1,1
INWK,0.019726890475323992,3.5553480614894135,5.953243334287785,0.714537625523335,0.019726890475323992,1.805165505978112,1,0,0,1
IOMI,-0.004257339854812438,4.23410650459726,5.799092654460526,0.8280854848533984,-0.004257339854812438,0.0,1,0,1,0
IPAS,0.026413281152117093,4.007333185232471,5.648974238161206,0.7799733966981763,0.026413281152117093,3.4199518933533937,0,1,0,1
IPCM,-0.0928793314420471,4.787491742782046,5.902633333401366,0.8002284392697414,-0.0928793314420471,0.0,0,1,0,1
IPDN,-0.001710114517104365,3.970291913552122,5.58724865840025,0.8219561859667207,-0.001710114517104365,0.0,0,1,1,0
IPGP,-0.014063666503357754,4.68213122712422,6.118097198041348,0.822025827164502,-0.014063666503357754,2.39821067139974,1,0,0,1
IPHI,0.0502573584765036,4.997212273764115,6.18826412308259,0.8696871295519668,0.0502573584765036,2.087064022423232,1,0,0,1
IPHS,-0.0063522437519568905,5.198497031265826,6.302618975744905,0.7950947225519988,-0.0063522437519568905,0.0,0,0,1,1
IPI,0.017209259248019117,4.890349128221754,6.1224928095143865,0.8179806941325065,0.017209259248019117,2.4264275032025866,0,0,0,1
IPMT,0.06699643578439202,4.330733340286331,5.8971538676367405,0.7716238715564254,0.06699643578439202,1.8820720577620569,0,1,0,1
IRWD,-0.04314028032826046,4.983606621708336,6.4967749901858625,0.8229479293962576,-0.04314028032826046,0.0,1,0,1,1
ISLN,-0.0063156046994000984,4.382026634673881,6.218600119691729,0.7378925690689159,-0.0063156046994000984,2.353953102676801,1,0,0,1
ITC,0.04375023099197926,4.48863636973214,6.202535517187923,0.7895282028162649,0.04375023099197926,2.46621207433047,0,0,0,0
ITLN,0.033730030956829714,4.394449154672439,5.983936280687191,0.8119475048071302,0.033730030956829714,0.0,1,0,1,1
IVII,0.0928958048742471,4.836281906951478,6.137727054086234,0.8111608854852873,0.0928958048742471,2.5543647746451774,0,1,0,1
IWA,0.047434548648868174,4.787491742782046,6.150602768446279,0.7886283029791326,0.047434548648868174,0.0,0,0,0,1
JOR,-0.0215517750235283,4.820281565605037,6.068425588244111,0.7758474423704321,-0.0215517750235283,0.0,0,0,1,0
KAR,0.013508915272795578,5.049856007249537,5.82600010738045,0.8314421921851997,0.013508915272795578,0.0,0,0,1,1
KBAY,-0.08287206810309786,4.77912349311153,6.093569770045136,0.765548861969567,-0.08287206810309786,0.0,0,1,1,1
KCI,-0.02685481572551105,4.795790545596741,6.244166900663736,0.7626504539777476,-0.02685481572551105,1.9258567855541788,1,0,0,1
KEYW,0.05849216094127141,4.406719247264253,6.089044875446846,0.8508616191146328,0.05849216094127141,0.0,0,1,1,1
KIOR,-0.017748889853808732,4.499809670330265,6.2422232654551655,0.8520270331653104,-0.017748889853808732,0.0,1,0,1,0
KIPS,0.040619988496656566,4.77912349311153,5.831882477283517,0.8619031159163448,0.040619988496656566,4.641588833612778,1,0,0,0
KNOL,-0.015498481665338357,4.330733340286331,6.269096283706261,0.7598792416897507,-0.015498481665338357,0.0,0,0,1,1
KNTA,-0.0011741145629854926,3.5263605246161616,5.4116460518550396,0.8393015620277313,-0.0011741145629854926,0.0,0,1,1,1
KNXA,0.0009176316515647274,4.584967478670572,6.093569770045136,0.7978538946130057,0.0009176316515647274,0.0,0,1,1,1
KONA,-0.017173041723842902,4.204692619390966,5.916202062607435,0.828223036921307,-0.017173041723842902,1.682390865739974,0,0,0,1
KORS,0.034906080221913875,4.5217885770490405,5.948034989180646,0.6580337662763434,0.034906080221913875,2.2314431669405645,1,0,0,1
KRA,0.016630012089519853,5.043425116919247,6.182084906716632,0.7914350462008202,0.016630012089519853,0.0,1,0,1,1
LDIS,0.04014120345032836,3.9318256327243257,5.940171252720432,0.7995086568547793,0.04014120345032836,1.9740230337485711,1,0,0,0
LGBT,0.021412189133903532,4.1588830833596715,5.929589143389895,0.8073600296917736,0.021412189133903532,0.0,0,1,1,1
LHCG,0.014065941863343081,4.61512051684126,6.263398262591624,0.7752033136611807,0.014065941863343081,1.9740230337485711,0,1,0,1
LIMC,0.030329681116254243,3.9512437185814275,5.846438775057725,0.7560603387939654,0.030329681116254243,1.682390865739974,0,0,0,1
LIMS,0.0038437446821914974,4.454347296253507,5.950642552587727,0.7871179307492369,0.0038437446821914974,0.0,0,1,1,1
LINC,-0.00125381499758911,4.31748811353631,6.059123195581797,0.7870056337119823,-0.00125381499758911,0.0,0,1,0,1
LLNW,0.002046754742247154,4.976733742420574,6.045005314036012,0.7286780377849593,0.002046754742247154,2.4871131731971623,0,1,0,1
LMAT,0.028767031227218878,5.017279836814924,6.214608098422191,0.8252670919049448,0.028767031227218878,0.0,1,0,1,0
LNKD,-0.017276777870284775,4.330733340286331,6.331501849893691,0.8386445852040378,-0.017276777870284775,1.5107780534895245,0,1,0,1
LOCK,0.001083693052800594,5.3612921657094255,6.542471960506805,0.7008407190619271,0.001083693052800594,0.0,0,1,1,0
LOGM,-0.0072171868490296534,4.68213122712422,6.466144724237619,0.7508353475113746,-0.0072171868490296534,1.8820720577620569,0,1,0,1
LPI,0.034906080221913875,5.327876168789581,6.411818267709897,0.7924226459144585,0.034906080221913875,0.0,0,0,1,1
LPR,-0.01910244342436604,4.927253685157205,5.910796644040527,0.8593943795630538,-0.01910244342436604,0.0,0,0,1,0
LQDT,-0.011441967183758967,3.970291913552122,6.3561076606958915,0.7867804801553078,-0.011441967183758967,0.0,0,1,0,1
LTM,0.006311125847511249,3.8066624897703196,5.953243334287785,0.7883854787425961,0.006311125847511249,1.4057211088362485,0,1,0,1
LULU,-0.039757110614729606,5.0238805208462765,6.432940092739179,0.7287005432423991,-0.039757110614729606,2.320794416806389,0,0,0,0
LUNA,-0.02246402239096419,3.970291913552122,5.7899601708972535,0.8450887802677005,-0.02246402239096419,0.0,0,1,1,0
LVS,0.043563710607244475,4.718498871295094,6.152732694704104,0.7861358992403128,0.043563710607244475,2.519842099789747,0,1,0,1
MA,-0.06045497970471485,4.6913478822291435,6.22455842927536,0.8357418736303872,-0.06045497970471485,0.0,0,1,1,0
MACK,0.04752158094846331,4.852030263919617,6.315358001522335,0.8422903028829619,0.04752158094846331,0.0,1,0,1,0
MAKO,-0.0008063218195906665,4.605170185988092,5.961005339623274,0.7990712412248072,-0.0008063218195906665,0.0,1,0,1,0
MANU,0.027323200181012516,4.59511985013459,6.2166061010848646,0.7945847663391129,0.027323200181012516,0.0,0,1,1,0
MAPP,0.04162781832796953,4.060443010546419,5.680172609017068,0.8106224954482937,0.04162781832796953,0.0,1,0,1,1
MASI,-0.04986259667304091,5.209486152841421,6.359573868672378,0.7978357343981314,-0.04986259667304091,0.0,1,0,0,1
MATH,0.007191348327184309,4.189654742026425,5.459585514144159,0.8031621832402754,0.007191348327184309,0.0,1,0,1,0
MBLX,0.012849097356874246,4.5217885770490405,5.802118375377063,0.8308271483287272,0.012849097356874246,1.9740230337485711,0,1,0,1
MBRX,0.04014120345032836,3.5263605246161616,5.3981627015177525,0.7861001363411139,0.04014120345032836,0.0,1,0,1,0
MCP,0.04110381750255497,4.6913478822291435,5.929589143389895,0.8728356382866169,0.04110381750255497,0.0,1,0,1,0
MDAS,0.048222318623155534,5.198497031265826,6.709304340258298,0.7886941577421827,0.048222318623155534,1.8820720577620569,0,1,0,1
MDMD,0.038980954497562045,4.543294782270004,6.154858094016418,0.8159231978262028,0.038980954497562045,0.0,0,1,1,0
MDSO,-0.029923216657979465,5.087596335232384,6.406879986069314,0.8086652221185239,-0.029923216657979465,2.5543647746451774,0,1,0,0
MEDE,-0.014063666503357754,5.662960480135946,6.684611727667927,0.8153013860644938,-0.014063666503357754,0.0,0,1,1,0
MEDH,0.00944825402994243,4.875197323201151,5.863631175598097,0.7938617052007401,0.00944825402994243,0.0,0,1,1,1
MELA,-0.013351642245815755,3.8501476017100584,5.529429087511423,0.8571322061858945,-0.013351642245815755,0.0,1,0,1,1
MEMS,0.033730030956829714,4.663439094112067,6.309918278226516,0.7194649085622729,0.033730030956829714,0.0,1,0,1,1
MEND,0.012479814606479392,4.836281906951478,5.68697535633982,0.8265448228917872,0.012479814606479392,0.0,1,0,1,1
MFLX,0.030198862266011022,4.5217885770490405,6.0473721790462776,0.833466076246181,0.030198862266011022,0.0,1,0,1,1
MG,0.0012337806712595888,5.030437921392435,6.385194398997726,0.7997587406760516,0.0012337806712595888,0.0,0,1,1,1
MHGC,-0.011466887047280744,4.74493212836325,6.293419278846481,0.7822891581860206,-0.011466887047280744,0.0,0,1,0,0
MIPI,-0.009227861539718062,4.382026634673881,6.2166061010848646,0.8207087077412398,-0.009227861539718062,0.0,1,0,1,1
MJN,0.011375196425691042,4.709530201312334,5.902633333401366,0.8075423264271521,0.011375196425691042,1.8820720577620569,1,0,0,1
MKTG,0.0016242938701320053,4.48863636973214,6.100318952020064,0.8473812864458641,0.0016242938701320053,3.0978733152070044,0,1,0,1
MLNX,0.016234824406075828,4.477336814478207,5.733341276897746,0.7823755777369396,0.016234824406075828,2.371262202993375,1,0,0,1
MM,0.04752158094846331,4.68213122712422,6.327936783729195,0.8448235591185833,0.04752158094846331,3.107232505953859,0,1,0,1
MNKD,-0.045963193905305004,4.110873864173311,5.327876168789581,0.8166306937401986,-0.045963193905305004,0.0,1,0,0,1
MNTA,-0.005204730567745611,3.295836866004329,5.247024072160486,0.8333277283671335,-0.005204730567745611,0.0,1,0,1,1
MOH,-0.002084846074433473,3.332204510175204,5.5254529391317835,0.7728666773553209,-0.002084846074433473,1.4327608115831811,0,0,0,0
MOTR,0.011934978076666231,5.69035945432406,6.29156913955832,0.7498952923205797,0.011934978076666231,0.0,1,0,1,1
MOTV,0.030198862266011022,4.897839799950911,6.137727054086234,0.7921692622144166,0.030198862266011022,0.0,0,1,1,1
MPO,-0.02226088431474113,4.897839799950911,6.018593214496234,0.8314925995166619,-0.02226088431474113,0.0,0,0,1,1
MPWR,0.05047290772158079,5.247024072160486,6.111467339502679,0.8229559580161744,0.05047290772158079,1.8420157493201932,1,0,0,1
MRC,-0.012649890726914682,5.796057750765372,6.424869023905388,0.7371297572677868,-0.012649890726914682,0.0,0,0,1,1
MRIN,0.016999659979245296,4.6913478822291435,6.364750756851911,0.8430667418049143,0.016999659979245296,2.5543647746451774,0,1,0,1
MRT,-0.014457302664450278,5.0238805208462765,6.240275845170769,0.7898559260248829,-0.014457302664450278,2.371262202993375,0,0,0,1
MTDR,0.04916280160245258,5.308267697401205,6.481577129276431,0.8154756778219552,0.04916280160245258,0.0,0,0,1,0
MTSI,0.030940585942283706,5.0106352940962555,6.184148890937483,0.70774786966324,0.030940585942283706,1.7710976153043514,1,0,0,1
MUSA,0.019538152328012624,5.099866427824199,6.2324480165505225,0.7597660285734837,0.019538152328012624,2.19158741684435,0,0,0,0
MXL,0.053363823247533915,4.48863636973214,5.855071922202427,0.8883256353269895,0.053363823247533915,2.5543647746451774,1,0,0,1
MYOG,0.013148883711569307,3.970291913552122,5.717027701406222,0.7796666216218868,0.013148883711569307,0.0,1,0,1,1
N,-0.019461930180780088,4.23410650459726,6.0473721790462776,0.8076948329107759,-0.019461930180780088,4.296451820203281,0,1,0,1
NCIT,-0.03994798366381734,3.5553480614894135,5.7430031878094825,0.818378159152221,-0.03994798366381734,0.0,0,1,1,1
NCMI,0.016234824406075828,4.51085950651685,6.028278520230698,0.8448649700058906,0.016234824406075828,2.19158741684435,0,1,0,1
NETL,-0.02445763809442177,4.90527477843843,6.142037405587356,0.8154597227721321,-0.02445763809442177,0.0,1,0,1,0
NEXT,-0.009283825646421207,4.0943445622221,6.018593214496234,0.8010870859054393,-0.009283825646421207,0.0,1,0,1,1
NGSX,0.028909796042798735,4.02535169073515,5.560681631015528,0.8514150506574076,0.028909796042798735,0.0,1,0,1,0
NGVC,-0.03730202283411388,3.091042453358316,5.902633333401366,0.7691604044884541,-0.03730202283411388,1.9258567855541788,0,0,0,1
NHWK,-0.014457302664450278,4.74493212836325,6.375024819828097,0.840074512283547,-0.014457302664450278,2.847033872200803,0,1,0,1
NILE,-0.03023471691106464,3.6375861597263857,5.2832037287379885,0.8068686163071037,-0.03023471691106464,2.2111561970705265,0,0,0,1
NLC,0.03753148264365503,5.209486152841421,6.401917196727186,0.8045249830342421,0.03753148264365503,0.0,1,0,1,1
NLSN,0.014041837854611824,6.102558594613569,6.723832440821209,0.7429935351327218,0.014041837854611824,2.1196796658966526,0,1,0,1
NOR,-0.05334674288233361,5.817111159963204,6.530877627725885,0.6873804807963884,-0.05334674288233361,0.0,1,0,1,1
NOW,0.012394383117309374,4.812184355372417,6.6052979209482015,0.8146950512001429,0.012394383117309374,2.320794416806389,0,1,0,1
NPTN,0.014589883564370135,5.2832037287379885,6.393590753950631,0.836475826597482,0.014589883564370135,2.1544346900318834,1,0,0,1
NPTT,0.0043540380024049185,4.890349128221754,6.018593214496234,0.7912009283524113,0.0043540380024049185,4.149132666831218,1,0,0,0
NSE,0.02877508481350393,4.820281565605037,6.342121418721152,0.822866261917815,0.02877508481350393,0.0,0,0,1,1
NSPH,0.029424861508276945,4.418840607796598,5.645446897643238,0.8244104817794495,0.029424861508276945,0.0,1,0,1,1
NSR,0.006842770621949718,4.31748811353631,6.100318952020064,0.8160099707550955,0.006842770621949718,2.5087413298623935,0,1,0,1
NSTC,0.011457396454871963,4.897839799950911,6.075346031088684,0.7896353998973811,0.011457396454871963,0.0,0,1,1,1
NSTR,-0.001870803276098693,4.1588830833596715,5.501258210544727,0.8467200799523,-0.001870803276098693,2.4871131731971623,1,0,0,1
NTGR,0.0039523620200359166,4.59511985013459,5.945420608606575,0.7955294727701682,0.0039523620200359166,3.0100671895439572,1,0,0,1
NURO,-0.08287206810309786,4.04305126783455,5.8805329864007,0.7486877323198545,-0.08287206810309786,0.0,1,0,1,1
NVT,-0.03087689769993485,4.875197323201151,6.093569770045136,0.8196288584767762,-0.03087689769993485,1.3248819442174422,0,1,0,1
NXPI,0.050248012316791976,6.520621127558696,6.8679744089702925,0.7645764780398334,0.050248012316791976,0.0,1,0,1,0
NXST,-0.03497935148670359,5.049856007249537,6.559615237493242,0.7741620925211925,-0.03497935148670359,0.0,0,0,1,0
NXTM,0.007191348327184309,4.605170185988092,5.961005339623274,0.7764738218791206,0.007191348327184309,0.0,1,0,1,1
NZ,0.030329681116254243,4.787491742782046,6.364750756851911,0.8088498737296478,0.030329681116254243,2.7144176165949063,1,0,0,1
OAS,0.04882583331660598,5.236441962829949,6.248042874508429,0.7757247039632078,0.04882583331660598,0.0,0,0,0,1
OCLS,0.017130780284440303,4.941642422609304,6.035481432524756,0.7819930940085966,0.017130780284440303,0.0,1,0,1,1
OCNF,0.03093035333965312,3.6635616461296463,5.351858133476067,0.9007669231074459,0.03093035333965312,0.0,0,0,1,1
ODMO,0.03128352766228791,3.9512437185814275,5.69035945432406,0.6545481519200425,0.03128352766228791,0.0,0,0,1,0
OESX,-0.019500882747040826,5.225746673713202,6.306275286948016,0.7261046283617865,-0.019500882747040826,0.0,1,0,0,1
OLED,0.036866889518440776,4.174387269895637,5.805134968916488,0.7890368058678064,0.036866889518440776,0.0,0,1,1,0
OMER,0.0012337806712595888,4.7535901911063645,6.249975242259483,0.8289920731486392,0.0012337806712595888,0.0,1,0,1,0
OMPI,-0.0173493970743838,5.278114659230517,6.47543271670409,0.819903134176082,-0.0173493970743838,0.0,1,0,1,0
OMRI,0.00895365761153808,4.394449154672439,5.986452005284438,0.8234039976615608,0.00895365761153808,0.0,1,0,1,1
ONE,0.04882583331660598,4.330733340286331,6.045005314036012,0.7236667337623549,0.04882583331660598,0.0,0,1,1,1
OPTM,0.03306440470784555,4.31748811353631,5.921578419643816,0.8204619545911609,0.03306440470784555,2.7452659121946708,1,0,0,1
OPTR,0.012946018279928658,4.07753744390572,5.583496308781699,0.8326626168835078,0.012946018279928658,0.0,1,0,1,1
OPTT,0.03093035333965312,4.820281565605037,5.655991810819852,0.7427855267140303,0.03093035333965312,0.0,1,0,1,1
OPXT,0.018573387615092914,4.68213122712422,5.942799375126701,0.7484971560403071,0.018573387615092914,1.9258567855541788,1,0,0,1
ORA,0.03753148264365503,4.762173934797756,6.385194398997726,0.8091347520069697,0.03753148264365503,0.0,0,0,1,1
ORBC,-0.010683512670571821,5.0689042022202315,6.324358962381311,0.8046839251780514,-0.010683512670571821,0.0,0,0,1,0
OREX,0.03619158726309408,3.828641396489095,5.5053315359323625,0.8008447734783547,0.03619158726309408,0.0,1,0,0,1
OSIR,0.024346162290600812,3.7612001156935624,5.793013608384144,0.8184197678871871,0.024346162290600812,0.0,1,0,1,0
OVNT,0.008901471474528345,4.927253685157205,6.349138991379798,0.7420748137451015,0.008901471474528345,1.7710976153043514,0,0,0,1
OWW,0.036830796877746964,5.14166355650266,6.447305862541213,0.8496258829007127,0.036830796877746964,0.0,0,0,1,0
P,-0.02888526608696547,4.382026634673881,6.194405391104672,0.8349646921881393,-0.02888526608696547,4.641588833612778,0,1,0,1
PA,-0.017606702228987723,6.075346031088684,6.9985096422506015,0.8270024879288603,-0.017606702228987723,0.0,0,0,1,0
PANW,0.04109396667393358,4.948759890378168,6.257667587882639,0.8506372412912604,0.04109396667393358,1.9740230337485711,1,0,0,1
PAR,-0.06729617762554349,4.477336814478207,6.20050917404269,0.8133997864008544,-0.06729617762554349,2.5543647746451774,1,0,0,0
PAY,-0.04827221695211025,4.8283137373023015,6.230481447578482,0.7530862066860441,-0.04827221695211025,0.0,1,0,1,1
PBH,0.0027305272904325772,4.700480365792417,6.437751649736401,0.6729389169748153,0.0027305272904325772,1.8820720577620569,1,0,0,1
PCRX,0.0066801557600190105,5.170483995038151,6.249975242259483,0.7663066158131229,0.0066801557600190105,0.0,1,0,1,1
PCS,0.03576920961214603,5.209486152841421,6.787844982309579,0.7993902189852949,0.03576920961214603,2.46621207433047,0,0,0,1
PEC,0.053257908057799265,4.74493212836325,6.251903883165888,0.8071253620297223,0.053257908057799265,0.0,0,0,1,1
PFMT,0.027323200181012516,4.770684624465665,5.616771097666572,0.8293162398726546,0.027323200181012516,0.0,0,1,1,1
