I1,C3,T3,T5,S2_Prime,industry_4,market_cap,C5,C6,C5_Prime,C6_Prime,industry_1,industry_2,Y1,Y2
CTRN,0.4045503638821672,0.3569385542918333,0.4737300244520448,0.4367742283682654,1,0.8163400481539242,0.7652241636649695,0.6828535229618664,0.4088860642358624,0.4252903702829902,0,0,0,1
CVGI,0.39689493264042836,0.45254848640643486,0.5854497183070173,0.6338578922079592,0,0.8392107878367706,0.7013569418891166,0.5296444050897602,0.31877038767134724,0.0,1,0,1,1
CVI,0.4226794299818115,0.9584241172028953,0.9188387810955865,0.5151923604523829,0,0.8788900529774543,0.43660774570986405,0.406314062162898,0.45806151679252594,0.0,1,0,0,1
CXO,0.39626978330616025,0.5091760037512238,0.6246167237607301,0.5846952881033354,0,0.8654889979167036,0.4578819702192387,0.39966067466632005,0.42730799010668213,0.0,0,0,1,1
CYNO,0.40260204219176954,0.406865590559923,0.5297296343053306,0.41840446746404325,0,0.8310868505253298,0.7949767801721386,0.6355969155517354,0.3373935646687509,0.5358322898371244,1,0,0,1
CYTK,0.18249365109849622,0.23467241499567537,0.4709517923131923,0.521249238514377,0,0.8952731967654806,0.6207950997743747,0.5792339425684032,0.44676685395753146,0.43679023236814957,1,0,0,1
CZR,0.2851177014278164,0.5688244597586007,0.6339686891013714,0.8797931921146276,0,0.790889183281678,0.37480157957853955,0.8274938376365943,0.9371522009511379,0.0,0,1,0,1
DBTK,0.3472687730508631,0.5224807792257069,0.6411504947408613,0.4643147017544247,0,0.8311909123086857,0.6678008352372409,0.5649657352894266,0.38658935624725443,0.46415888336127786,0,1,0,1
DCIN,0.34855300949560947,0.3618580918575831,0.5099067302117097,0.30754227015534186,0,0.7672255564616866,0.9343575191991587,0.7889573804928771,0.35701885636932407,0.0,0,1,1,1
DCP,0.3949200773051381,0.528508731198015,0.6470544190652967,0.3779435656551602,0,0.8762274824971483,0.4857541789025426,0.3724136528109643,0.3665085543874427,0.0,0,1,1,0
DDMG,0.32916871672384773,0.7840199079493755,0.8100651378446473,0.4523241199620207,0,0.7985396270264689,0.5555948717662442,0.6384729868684476,0.5702963617403164,0.0,0,1,1,0
DDUP,0.3530468315007378,0.48804903641888897,0.6005903175467702,0.4981153672537779,0,0.8530142770153255,0.5113637055882734,0.5674846133831997,0.5470585112163546,0.5848035476425733,1,0,0,1
DEEP,0.42989221535458,0.39458816841967215,0.4917745083423155,0.49195943980592416,0,0.8519158541250954,0.6285374015101386,0.5139887085807349,0.37302011786601463,0.0,0,0,0,1
DEIX,0.3454006987553914,0.44754142522103146,0.5881836657902477,0.6291640430382455,0,0.8418371532655398,0.6346995753813953,0.5274107581830965,0.3807744126196524,0.0,1,0,0,0
DEX,0.26586575719784694,0.669369868635183,0.7571665067360835,0.2059756678307667,0,0.9097341858722542,0.7235949198200711,0.2634480025922912,0.0,0.0,1,0,1,1
DG,0.36157146062668083,0.6991169653210147,0.8006927059062894,0.6593404835750694,1,0.9002347866521138,0.23217967710577447,0.32649354900632765,0.6075584350188644,0.0,0,0,1,1
DHX,0.38956140907708614,0.6124195067752276,0.7319393683279427,0.6787515868816445,0,0.85938261109175,0.4826198109673623,0.43427595515998174,0.4386716797259035,0.43679023236814957,0,1,0,1
DIVX,0.36157146062668083,0.4663981161405397,0.6362572123894779,0.5423679241671673,0,0.8503768771111602,0.5834539993997989,0.532369318604065,0.43698789925636544,0.6133748537965211,0,1,0,1
DK,0.39340325139495047,0.463797769330379,0.5794300213715282,0.3403564023690038,1,0.8488602788861181,0.5189849956484895,0.5167159745638852,0.48745008341186336,0.4054801330382267,0,0,0,1
DLB,0.4015328353701041,0.5800863397527958,0.7023457513177958,0.5378360141909535,0,0.8953574407799998,0.4124132224992607,0.35816383902870275,0.43068388084278514,0.38891111873282025,0,0,0,1
DM,0.33293304202163376,0.6750502383681458,0.7390551419630533,0.5900267661438883,0,0.861470548944232,0.6323243504307356,0.46845203814584924,0.3214838386175099,0.0,1,0,0,1
DMAN,0.3517118068678711,0.5219001138675825,0.6261979207928852,0.46556558195058306,0,0.813851793978104,0.6250623908732269,0.6034446675847658,0.46637448630665734,0.0,0,1,0,0
DMD,0.36157146062668083,0.7160627233306878,0.7768745169494493,0.5001084201414105,0,0.8785498125234555,0.4388092771539185,0.5360809340046515,0.5936943786711371,0.5108729549290355,0,1,0,1
DMED,0.41111854413169746,0.4786538696041083,0.5881836657902477,0.645568869452781,0,0.7550748050565577,0.853314125401468,0.8656322756115529,0.49107595271165405,0.0,1,0,1,0
DMND,0.4625036856719513,0.23241794459822307,0.409303528957067,0.4327516156067359,0,0.8405729719000202,0.7281479276435725,0.6034446675847658,0.3674224302297796,0.5108729549290355,1,0,0,1
DNKN,0.39455849441206997,0.5239132865514309,0.6161609386961258,0.851949117630463,1,0.8928751311960992,0.3804271674043669,0.3900224787462925,0.5030092418041083,0.4899973050296446,0,0,0,1
DOLE,0.5687959610661739,0.7222953099909977,0.7444635390949612,0.7269843824058895,0,0.8815094309908915,0.42887121161129826,0.31976804017790705,0.36775660296540014,0.0,0,0,1,0
DPZ,0.35111061536872745,0.40544692520423453,0.5176578770087326,0.37110289612929437,1,0.8718549280133532,0.4664254345440515,0.3771708447720057,0.39275507357124195,0.0,0,0,1,0
DRC,0.40379815511942496,0.5331075580548723,0.6128691429609656,0.5434358422634613,0,0.8926588341228738,0.4323946683434805,0.3608966986319766,0.4115491719552254,0.36840314986403866,1,0,0,1
DRTX,0.3100008167653179,0.4971150947704879,0.6510401718025094,0.5496208324480778,0,0.8201160391148957,0.6987095854488476,0.5649657352894266,0.35703794654547016,0.0,1,0,1,1
DSUP,0.2795841515769498,0.47644904004704136,0.5708684422465522,0.7789171260756855,0,0.829530614477163,0.6834493356339326,0.5572155953778282,0.36378540987003805,0.0,1,0,1,0
DSW,0.34906410119855336,0.5121704548867729,0.5944578351546039,0.4617598357284405,1,0.7875336330644087,0.545993749419253,0.4614185517297198,0.4011319828204652,0.572357121276666,0,0,0,0
DTSI,0.41032644921103817,0.3404363869903717,0.492420334623076,0.6871604258415926,0,0.8314471637836833,0.7488724850958324,0.6833308559628675,0.424320805284456,0.5108729549290355,0,0,0,1
DVAX,0.18384596629765215,0.13430201023260713,0.44687750422864214,0.5905642717443167,0,0.8897800767400675,0.64256276631642,0.6034446675847658,0.44916032797756017,0.0,1,0,1,1
DVOX,0.41150330772196586,0.5595688317482375,0.6492357145120065,0.4396076543836336,0,0.8441059002844951,0.8118773343156711,0.5274107581830965,0.2151100767807909,0.0,0,1,1,0
DVR,0.4043654178283881,0.3270590861112721,0.48786696145822006,0.6030803742817594,0,0.8660207957038998,0.43561173654045504,0.39054948034356674,0.4415746538674563,0.0,0,0,1,0
DWA,0.3163176979669132,0.5070495643551909,0.6120399214828895,0.35072798365223656,0,0.9124492590349619,0.4007673325815162,0.35028187334204386,0.4347279593565796,0.5503212081491046,0,1,0,1
DWRE,0.35555397063657906,0.5753998556736626,0.6800123655298069,0.4363062419829973,0,0.841457907509662,0.6135772271820024,0.6187075649801672,0.4926036978462829,0.5699919822255657,0,1,0,1
DWRI,0.4764570922056876,0.3356777084321303,0.45291263755336986,0.4143784183798074,1,0.8199034037761096,0.7524810954565861,0.6713497908387938,0.40982923630935186,0.44964431302260927,0,0,0,1
DXCM,0.33188521851454816,0.02657779925095305,0.295664510894863,0.5710639979947598,0,0.8133420480892819,0.6318024757638963,0.6466585096925401,0.5013634456750625,0.0,1,0,1,0
DYP,0.40864060378290595,0.69157020100055,0.7215977848325992,0.6580328016919512,0,0.8102083246309666,0.5941753098942968,0.590711345246441,0.4846971974410216,0.0,1,0,1,0
EBS,0.40379815511942496,0.5646483112637117,0.6914085756544877,0.3532456508487378,0,0.8152645144356712,0.6171523053523789,0.6355969155517354,0.5053012519039581,0.0,1,0,1,0
ECHO,0.3906623374000613,0.47689795306622074,0.6132828061377829,0.23654995155099323,0,0.8256154549194281,0.6594771176048244,0.6124243054830263,0.44143323241329574,0.0,0,0,0,1
ECYT,0.4189637895198095,0.44276886022211404,0.5812964879837008,0.5712235952505837,0,0.8317659538923267,0.6153906149500123,0.4802987019070173,0.350809799645838,0.0,1,0,1,1
EDG,0.3366826529305123,0.6904628298113411,0.7552127585750201,0.8585508881034474,0,0.8445414535243712,0.5441797658950964,0.4511712005021087,0.3920061130762367,0.0,0,0,1,0
EDMC,0.4015328353701041,0.5597070292497328,0.6477834660080344,0.6701324449090229,0,0.8812701192255646,0.3583073664091927,0.406314062162898,0.5466374112990632,0.0,0,1,1,1
EEEE,0.3949200773051381,0.45379898945409813,0.5881836657902477,0.5005217135147482,0,0.8521961797561896,0.5432288077082781,0.4511712005021087,0.39299193718602465,0.0,0,1,1,1
EGLT,0.4028075638473253,0.42905534973161563,0.561027879293025,0.45194566053751384,0,0.8331406505394641,0.6666087084109495,0.5895334321079657,0.4121405931218658,0.3218297948685433,1,0,0,0
ELOQ,0.3472687730508631,0.6476881040008258,0.7382736455300138,0.41633823020051386,0,0.7581875155446958,0.5906391479666677,1.0,0.8443209316015354,0.4566711403962942,0,1,0,1
EM,0.39012718363765214,0.5850245774601062,0.7023457513177958,0.4549706575974928,0,0.8777772573127242,0.4270158556660171,0.3804571754212862,0.4397447461898024,0.4100882563156928,0,1,0,1
EMAG,0.334043113381725,0.45796149105842243,0.580831072577461,0.5320155867304477,0,0.8233250701270214,0.6754806960447048,0.6355969155517354,0.44833603446314835,0.0,0,1,1,1
ENPH,0.3327797494471214,0.5233653171647923,0.6724728276666836,0.5418378197786438,0,0.819150195176832,0.556478549062124,0.5347770971118226,0.46698479206268184,0.0,1,0,1,1
ENSG,0.40321097840886727,0.6177547315575391,0.6643757362501923,0.5509686483749796,0,0.7782706472122674,0.668287664357063,0.6758549630351451,0.4933075140894695,0.0,0,1,1,0
ENTA,0.3999000953955622,0.602968843607353,0.6598868766437991,0.3662285363780997,0,0.8205592502645331,0.7029792936596646,0.6758549630351451,0.4601843052769783,0.0,1,0,1,1
ENTR,0.3517118068678711,0.4922123898028188,0.6226271923491076,0.6114076301915445,0,0.8156556610812472,0.468822950747267,0.5540106036374697,0.5790553638946986,0.0,1,0,1,1
ENV,0.35786835548914914,0.46908618459636964,0.6010230982328992,0.5645543360692504,0,0.8219138778491886,0.5973389319740239,0.5767624568137482,0.46771898329743056,0.0,0,1,1,1
EPAM,0.41150330772196586,0.49955870718898776,0.6524751543913903,0.5266365290352215,0,0.8271615424109033,0.5489303753800048,0.6034446675847658,0.543331566383882,0.0,0,1,1,1
EPOC,0.392563688277145,0.6121795366732328,0.6889170919124077,0.5250620108817279,0,0.8382555380774395,0.6531481986584353,0.6232588781274702,0.4580654809208801,0.5227579585747103,0,1,0,1
ERII,0.39012718363765214,0.4477653957127039,0.5822249327275855,0.4120653065037265,0,0.8433955934459445,0.5238983008050315,0.46212834880017617,0.4249155952262037,0.3968502629920499,1,0,0,1
ETRM,0.18584869877050217,0.2742125139329512,0.45291263755336986,0.6456021406944696,0,0.8616836793356082,0.7087297156147585,0.6355969155517354,0.41670751431192343,0.0,1,0,1,1
EVVV,0.30733975610877395,0.5490551696197792,0.6854535457721995,0.7212800644171682,0,0.8496549359510148,0.52056961163753,0.49010381387962454,0.45806775246954873,0.0,1,0,1,1
EXA,0.40758442293297814,0.6363887855494155,0.713431773147106,0.559847928227621,0,0.8167751013508162,0.7475231007886318,0.5963345434294913,0.342504348047167,0.0,0,1,1,0
EXAM,0.34950131963717523,0.5138618990078014,0.6650597915818308,0.6505820578022123,0,0.850926851865249,0.5993116984760096,0.5118422881448979,0.3998792270546154,0.0,0,1,1,1
EXLS,0.39594557718061185,0.5184278644531704,0.6396542384870887,0.550785639695466,0,0.8309301361180864,0.6176648734805141,0.6355969155517354,0.5047922615640078,0.6102612222351425,0,0,0,1
EXPR,0.3423308952719279,0.6327266858030938,0.6975390802964629,0.6112252847672968,1,0.8653123337087683,0.42658620255729574,0.4409921855955199,0.5072155074783398,0.0,0,0,1,0
EYET,0.32179946924405006,0.14923034276561875,0.40577659856564985,0.47743918284961095,0,0.8573864746406872,0.5597005318036512,0.5895334321079657,0.5185873072663977,0.4721631957086834,1,0,0,1
FACE,0.4039893715153013,0.4326867934576364,0.5669749013875287,0.5251246129824922,0,0.845764544189563,0.7404773892533871,0.5649657352894266,0.31792296496443734,0.3968502629920499,1,0,0,1
FANG,0.3594445108592581,0.5890307721415078,0.6422673016187337,0.5959287077240307,0,0.8586350352227253,0.5752186357518099,0.4802987019070173,0.3912179439532696,0.0,0,0,1,0
FB,0.4015328353701041,0.6160481538253713,0.677739801447363,0.43378829474707103,0,1.0,0.0,0.0,0.492108241288717,0.3815714141844439,0,1,0,1
FCL,0.41850414218964654,0.5462006971525368,0.668454458572084,0.7408836769164833,0,0.8691339114652421,0.5363667878605263,0.3810319069312911,0.3227725300904071,0.6057068642773799,0,0,0,0
FFN,0.3115797309755023,0.6794648764965059,0.764843903478863,0.6668783746793736,0,0.8021414067373879,0.621570873076335,0.6355969155517354,0.5009184868194847,0.0,0,1,1,0
FIO,0.34052758670376887,0.5286889728259592,0.609955722280846,0.5139284356905693,0,0.8663688106304162,0.44687009280104917,0.48290235952027594,0.5296525082157247,0.4899973050296446,1,0,0,1
FIRE,0.3566135803898871,0.5472594020274881,0.6481472568502082,0.6448846162117898,0,0.8292019789227979,0.646737672102164,0.6102828480031057,0.45174434372895633,0.5358322898371244,0,1,0,1
FIVE,0.3906623374000613,0.4996236513436503,0.554947703911044,0.42535590789910804,1,0.8636524280612845,0.5046846241342067,0.5232065127985912,0.5092437317535679,0.3968502629920499,0,0,0,1
FLT,0.4121290461463496,0.6320900665123097,0.7308691410391046,0.5520965501871207,0,0.8736548881374911,0.4450651761149267,0.47805798556745316,0.5265143247522089,0.0,0,1,1,1
FLTX,0.3876251929450758,0.7260455649438349,0.7971454507142737,0.5928014518529219,0,0.8511500973785537,0.5785602974667192,0.5580274565074781,0.46796348052082737,0.3968502629920499,0,1,0,1
FN,0.40950166786699044,0.5708682959021454,0.646323409678893,0.597210288274866,0,0.8299288815832025,0.5818893363169888,0.5437894254704538,0.4502039206496576,0.0,1,0,1,1
FNET,0.39626978330616025,0.27987670746850446,0.45735257006782426,0.5945525643251528,0,0.7840258611730818,0.7820518430114323,0.7641019246528842,0.4672276699679736,0.0,1,0,1,1
FOLD,0.3191168823074967,0.35098678619250023,0.5188309666214799,0.6040382346686275,0,0.8221609213280231,0.6535259318275166,0.6355969155517354,0.4695533757921522,0.0,1,0,0,0
FOXH,0.3423308952719279,0.17547224527053729,0.4039958064595177,0.5515134063486793,0,0.8301619749829344,0.6546822560264367,0.6544787132015593,0.48639482647199817,0.4252903702829902,1,0,0,1
FRAN,0.39527132569042217,0.659522652239271,0.7035342425935598,0.4964549114033443,1,0.8663390914319581,0.5395986695822526,0.5167159745638852,0.46589842806695914,0.5108729549290355,0,0,0,1
FRP,0.4092188734854571,0.44314687766020056,0.6044607368317823,0.645452014925068,0,0.8824459231546605,0.5761092895275866,0.3724136528109643,0.272119254014592,0.0,0,0,1,0
FSL,0.30015886996453156,0.8108937753714835,0.8724208985461424,0.7669340435662677,0,0.9011659566964272,0.28067974996862866,0.2914454047003332,0.5062287075868348,0.0,1,0,1,1
FSLR,0.3523545396559045,0.6012424693022975,0.6616221529829478,0.6733996675361273,0,0.8854755763894063,0.46475606112405465,0.406314062162898,0.4272257978672678,0.48074985676913606,1,0,0,1
FSTC,0.40379815511942496,0.38833813414089535,0.5466230728664669,0.5122064081350786,0,0.8247245915016144,0.6777586977862242,0.5895334321079657,0.4014125768224882,0.0,0,1,1,0
FTD,0.36157146062668083,0.5715917054171551,0.6202203539385525,0.3012396220283571,0,0.8572212689875705,0.6074653468712459,0.44693341179852286,0.32304572425115563,0.0,0,1,0,1
FTNT,0.38559521981832195,0.58079209088997,0.6588403635064601,0.5554040918762795,0,0.8341451221359478,0.4765204448506921,0.4802987019070173,0.49463410047705436,0.6299605249474366,1,0,0,0
FUQI,0.39689493264042836,0.36990036414617755,0.46530857994644825,0.5873868757610385,0,0.8228349113800016,0.6733534019819203,0.5759355510703399,0.39218462796281983,0.5,1,0,0,1
G,0.39340325139495047,0.5681767019794908,0.6407772028290653,0.5077264499091911,0,0.8913276066345058,0.3018988735013899,0.321488098620887,0.5162646491357811,0.0,0,0,1,1
GASS,0.36157146062668083,0.42044177413216755,0.45291263755336986,0.393020894130633,0,0.8361484631909052,0.7365761711748355,0.5540106036374697,0.3105324172820786,0.0,0,0,1,0
GEVO,0.25387764252533207,0.5925644677293809,0.695103460176054,0.5629091360667879,0,0.9272619056413323,0.6356043181655888,0.5731277387880729,0.426083710336463,0.4149132666831218,0,1,0,1
GGL,0.38511805380923453,0.305172845840032,0.5135116923034184,0.6750517793193358,0,0.8839078974289013,0.4658858304393334,0.3815485904538525,0.3982869323901782,0.38891111873282025,1,0,0,1
GGS,0.38511805380923453,0.4978335500177651,0.6277699646795194,0.5788904328955402,0,0.8294302894298586,0.5716062598812943,0.5649657352894266,0.48200194488813053,0.0,0,0,1,0
GGXY,0.4232239028158765,0.4301915370384064,0.5013042518548236,0.4980519065011144,1,0.8227747753788679,0.7878275380605224,0.6781548485671349,0.38401687760194825,0.5503212081491046,0,0,0,1
GHDX,0.32981407868858104,0.30209625822232233,0.4375656266107486,0.4182684620706829,0,0.8155145376107616,0.6375382353721264,0.6350022123107779,0.4846042651145598,0.0,0,1,1,0
GKIS,0.4270244019946214,0.2945733574496656,0.4588165618778053,0.7824199202493491,0,0.8431990705752783,0.516995864041613,0.4868968859792613,0.4584549251778239,0.0,1,0,1,1
GLOG,0.39340325139495047,0.5925644677293809,0.6848190365511397,0.37649253376260994,0,0.8680915409145075,0.4803280111467103,0.38173763964091023,0.38288978357694603,0.0,0,0,1,0
GLUU,0.34005057111904563,0.6095054390882466,0.6879768607721481,0.6065533255355358,0,0.8293267251692525,0.6109081679487343,0.5695766403232909,0.44698459194135776,0.35688292775180414,0,1,0,1
GMAN,0.3906623374000613,0.499181610715592,0.5845322518159095,0.4803947765314178,1,0.8155941047615493,0.684117676643968,0.6233531285082563,0.42829774378241664,0.0,0,0,1,1
GMED,0.4054464317831006,0.46869832013938284,0.6005903175467702,0.7023972594910848,0,0.8367680935418252,0.42375764376156866,0.5471207453186189,0.6215935720061724,0.0,1,0,1,1
GMET,0.3566135803898871,0.4695088495473634,0.6136958401688417,0.7497284421879733,0,0.7842039591694202,0.5637219606779524,0.6355969155517354,0.5591994845532156,0.0,0,0,1,0
GMTN,0.008745966712543962,0.21645111507892256,0.3717860659785004,0.5750768637955013,1,0.8405116004778498,0.7451560086656084,0.611656161260874,0.35964853240750183,0.4054801330382267,0,0,0,1
GNMK,0.322447935852865,0.2950796366469577,0.47164901945630766,0.7395969666737718,0,0.7870971992943249,0.769506979017148,0.6505213073439364,0.37463343147325656,0.0,1,0,1,0
GNOM,0.32555615700855145,0.5541948554927449,0.6650597915818308,0.626024289125761,0,0.8088823374736231,0.6275814049585087,0.6034446675847658,0.46388593113901466,0.0,0,1,1,0
GNRC,0.4052708767520063,0.5762731604394165,0.6448554611150479,0.7066930726518597,0,0.8617862734948345,0.47364081045940587,0.41626256973529774,0.42860481564914166,0.0,1,0,1,0
GOLF,0.3971967643935239,0.46792137801874567,0.5158886862364369,0.6269537068569848,1,0.8195288131334997,0.718283105496619,0.6034446675847658,0.37664143615306656,0.0,0,0,1,0
GOOG,0.40711287336644064,0.5206440077825643,0.6198171321524155,0.4516010781799995,0,0.9081177835037275,0.26352369728359815,0.4093815710001376,0.6630781431712411,0.0,0,1,1,0
GRPN,0.33706729643884853,0.5928679694905665,0.7047175552416778,0.5028863055498887,0,0.9056502029627019,0.14897448548869807,0.3227035193939445,0.7100620890697555,0.5609068938801837,0,1,0,1
GSAT,0.3949200773051381,0.6294868296452916,0.7159924295285791,0.723027664328125,0,0.0,0.46253769627668895,0.5649657352894266,0.5968839964609824,0.0,0,0,0,0
GSE,0.36157146062668083,0.6479498880358343,0.7447184145928551,0.6560567813643077,0,0.8257620210363104,0.6881226130731726,0.5767624568137482,0.37886557917059277,0.0,1,0,1,1
GTEC,0.39299124801818014,0.4631179802107841,0.5297296343053306,0.46804237275813243,0,0.816189006176621,0.8189474163974015,0.6505213073439364,0.330242727263258,0.0,0,1,1,1
GTOP,0.27945361074590963,0.19006100227390244,0.442261475421577,0.6556217610294162,0,0.8002001605489991,0.7095173798835006,0.6901627837552127,0.46730865319201265,0.0,1,0,1,1
GTXI,0.2776140092039112,0.13274099048352905,0.41877284976978824,0.6548842194030515,0,0.8210060074445876,0.6359399504338086,0.6219451409542351,0.4736199984289975,0.3293168780041748,1,0,0,0
GUID,0.3876251929450758,0.48316054310320977,0.6308870126507409,0.7847716935553457,0,0.823827123118115,0.6549072528916664,0.6355969155517354,0.46821054472386825,0.0,0,1,1,1
GWAY,0.41273658799506985,0.40565589148488,0.5789613934328544,0.5187259121483128,0,0.82818924609708,0.6145063965967239,0.5851587325354917,0.45887676600130833,0.0,0,1,1,1
GXDX,0.3454006987553914,0.45129377290285744,0.5953424281943094,0.6817611207595848,0,0.8406899285014368,0.7165679570504064,0.6355969155517354,0.4093382768424799,0.5108729549290355,0,1,0,1
HCA,0.4270913304980683,0.4581429968622688,0.5595205498558435,1.0,0,0.9534906457041369,0.17680619284806554,0.14728721946171852,0.45497312457735384,0.37475617678431544,0,1,0,1
HCCI,0.40562024857421286,0.2705080946787497,0.4039958064595177,0.5687744476393461,0,0.7900329810936628,0.7912081452291897,0.8164709691756817,0.5045157779780242,0.0,0,0,0,1
HEES,0.36157146062668083,0.5122332380658463,0.5953424281943094,0.6909820354220104,0,0.8633736010519278,0.5690555599312521,0.5019876968549015,0.4202706036316266,0.5,0,1,0,1
HEM,0.3219829739940635,0.21275354161776328,0.39949205774853613,0.5514610739532335,0,0.778833028002405,0.8086603002392678,0.7004396007437679,0.3859789593377439,0.0,1,0,1,1
HERO,0.36157146062668083,0.4907521883998447,0.5899911255276749,0.5503993108223495,0,0.0,0.6004130818533913,0.530547238844707,0.4180324540591303,0.37475617678431544,0,0,0,0
HGG,0.4057923695241643,0.4115832604159966,0.6086974814675026,0.5303325181063279,1,0.8431042865677373,0.5895659215788314,0.5274107581830965,0.4257320352651987,0.0,0,0,1,1
HIRE,0.4100553192677461,0.3974181061784008,0.5093012231089715,0.5016970753332197,0,0.8184465465328198,0.7777164886375818,0.6595654224947118,0.375728216529448,0.0,0,1,1,0
HITT,0.40260204219176954,0.38046465176938415,0.541287541263054,0.5080743885546659,0,0.8285133195758257,0.6142763229969326,0.6544787132015593,0.5261255928873603,0.5108729549290355,1,0,0,1
HLYS,0.3921190149502041,0.3613408168494683,0.50502444459346,0.532433326928504,0,0.8465835809790502,0.6196232453304624,0.5915428435761845,0.4600906405559318,0.6173579189986083,1,0,0,1
HNSN,0.2827525320578466,0.2367818821308747,0.4521655399073006,0.7627704226108356,0,0.8996961257356286,0.667360201628167,0.5963345434294913,0.4181031308318529,0.0,1,0,0,1
HOO,0.39594557718061185,0.73805240248327,0.7725402572562288,0.5722910328192521,0,0.8448857895383173,0.5986438784363273,0.4868968859792613,0.3745010636996309,0.0,0,0,1,0
HPTX,0.3209903782439919,0.5381776982867006,0.6392788827631004,0.4742291068006157,0,0.810461382407049,0.7139958238207598,0.6355969155517354,0.4117528827161267,0.0,1,0,1,1
HPY,0.39626978330616025,0.5425147739338363,0.6086974814675026,0.6155317678035848,0,0.8494504018245046,0.5887044071698817,0.5830166876631484,0.482616823336228,0.5848035476425733,0,0,0,1
HRZ,0.45889117922019795,0.47971716236046724,0.5979790491290069,0.4589493862617804,0,0.8426109251741928,0.5925953022352441,0.4802987019070173,0.3736231109465784,0.0,0,0,1,1
HS,0.40038483865216506,0.4784820862799446,0.609955722280846,0.6510169352728188,0,0.8795511076200601,0.495102151219017,0.41585075863462695,0.40510821935589025,0.5278335959890005,0,0,0,1
HTZ,0.4165714416073658,0.6905017406977194,0.7612721313900834,0.6154369545492944,0,0.919371655941056,0.24045259772315397,0.19413927543930232,0.43511685704781045,0.0,0,1,1,1
HUN,0.3251306697144774,0.7807206899653347,0.860211628377304,0.8348993288447104,0,0.9214058770463399,0.29256391405391113,0.24587243435734152,0.43636458810857914,0.35688292775180414,1,0,0,1
HURN,0.34950131963717523,0.3864512969021847,0.5455643197785656,0.34215650923564667,0,0.8310346948869453,0.7089868197893736,0.6355969155517354,0.41646527207061834,0.0,0,1,0,1
IBI,0.29106838147309716,0.3229608593645432,0.50502444459346,0.5516930290398063,0,0.8582570550263974,0.5921639075899421,0.4802987019070173,0.3740577680178172,0.0,0,0,1,1
ICFI,0.39455849441206997,0.45129377290285744,0.5770787528042347,0.4591051856116941,0,0.8145298337277387,0.7510231977102215,0.6478076715916279,0.388973446083844,0.0,0,1,1,1
ICPT,0.40773898242417983,0.5456845619474371,0.6845012251362004,0.5266365290352215,0,0.8318933275866993,0.7152443428955966,0.6355969155517354,0.41058038648772793,0.4149132666831218,1,0,0,1
ICXT,0.3076670152903257,0.6283852659161675,0.7619902538616177,0.671451762869028,0,0.8183475345709755,0.5832500695814726,0.6355969155517354,0.5393055088199217,0.0,1,0,1,0
IFO,0.3988798206917035,0.1452179265208593,0.24131627921254073,0.499187858890362,0,0.7395467929370984,0.9281559890790554,0.8077376951333601,0.3784319057861092,0.0,0,0,0,0
IKAN,0.3088402410721053,1.0,1.0,0.8991191398480751,0,0.9025645769193222,0.6416680160796293,0.5922184398223234,0.43903139749747355,0.44964431302260927,1,0,0,1
IL,0.33848906903982845,0.7678407634519759,0.8258211892414056,0.570350064027733,0,0.8446566332878782,0.519329715550839,0.5010559256710216,0.47083563304233833,0.0,0,1,1,0
ILSE,0.3359386926373219,0.410017330518738,0.5152963854060686,0.5783061237592757,0,0.8353769914175079,0.6301393489330458,0.5859463386678812,0.44417511093329654,0.43679023236814957,1,0,0,1
IMI,0.3566135803898871,0.5493110028825519,0.6218272806571559,0.5586272586683299,0,0.9057543899657464,0.5449430611677357,0.18227250330385125,0.0738013930346064,0.0,1,0,1,0
IMMC,0.23555641476118805,0.3545500731083435,0.5135116923034184,0.489945569769632,0,0.8144103425612761,0.655915722439067,0.6034446675847658,0.436142153061472,0.0,1,0,1,1
INCX,0.38280366895666446,0.2361898004410281,0.44687750422864214,0.45890858069176677,0,0.7816336000237112,0.9049384295590013,0.7458135411959859,0.3436094850057445,0.0,0,1,1,0
INET,0.422757905988014,0.4085691818525765,0.562526888562151,0.5419867495664901,0,0.8087592549966311,0.5463769187048371,0.6034446675847658,0.545972508690375,0.0,0,1,1,0
INHX,0.2184967323705237,0.25052672749677374,0.46099785732451504,0.5864027374535472,0,0.7993903947371128,0.6960671620571492,0.6355969155517354,0.42868214655277465,0.0,1,0,1,1
INPC,0.33203142066290764,0.5591539314732272,0.6396542384870887,0.4994819752488442,0,0.8522235949656355,0.58957668049087,0.5649657352894266,0.4637706667313757,0.572357121276666,0,0,0,1
INVN,0.39340325139495047,0.5051029426673601,0.6521171189762183,0.4358376058263671,0,0.8290628675626416,0.4438807118099497,0.5167159745638852,0.5682368393232388,0.0,1,0,1,1
INWK,0.38956140907708614,0.35921718289574267,0.47716331699501047,0.22867193356844373,0,0.8362274491345446,0.537768314701605,0.5072781056412428,0.4580266744583741,0.38891111873282025,1,0,0,1
IOMI,0.36157146062668083,0.364527076670659,0.541287541263054,0.5316870539708922,0,0.7974195941767332,0.7023289425945691,0.6355969155517354,0.422749743654933,0.0,1,0,1,0
IPAS,0.42360605400682605,0.27230515438307057,0.41707553285045385,0.5279005068418394,0,0.8416965490644326,0.49119163750236616,0.5767624568137482,0.5777454481423631,0.7368062997280773,0,1,0,1
