I1,C3,C5_Prime,S2_Prime,T4_Prime,T5_Prime,market_cap,C4,S1,C5_Prime,C6_Prime,S2_Prime,industry_2,Y1,Y2
COLY,0.32072649283087035,0.4570883455436189,0.5666241791192919,0.40855917922065654,0.6715728730859318,0.8369953009191909,0.6107660550597919,0.5841026965996935,0.4570883455436189,0.4054801330382267,0.5666241791192919,0,0,1
COMV,0.3420589839273823,0.418961761798086,0.5883022780076097,0.6277269217981033,0.5554321947391104,0.838405332122095,0.6692207000564426,0.4073286332910814,0.418961761798086,0.5,0.5883022780076097,0,0,1
CONN,0.3906623374000613,0.5026822126952628,0.6950123731751106,0.5970831981197245,0.5581548313994078,0.8128987000943484,0.6219851510974088,0.5014165218121224,0.5026822126952628,0.4252903702829902,0.6950123731751106,0,0,0
CONR,0.3282978522607568,0.49887813541048254,0.8455481045681239,0.541075419669991,0.6440747009275146,0.8253757774841429,0.7845172112402397,0.28891898495846136,0.49887813541048254,0.43679023236814957,0.8455481045681239,0,0,1
CORT,0.328542978299464,0.49061734792581135,0.70506208215087,0.7426473133889931,0.7757007064988136,0.8132567148356032,0.9082462963773095,0.10399113246769098,0.49061734792581135,0.0,0.70506208215087,0,1,1
CPII,0.41111854413169746,0.3548574376102205,0.5171441288917356,0.6061036202711848,0.5458473723120926,0.8407701676563526,0.6097973372754837,0.5457709605421613,0.3548574376102205,0.38891111873282025,0.5171441288917356,0,0,0
CPIX,0.39658607997975864,0.4788770388300846,0.4034606244482979,0.439361109794417,0.6049232344047005,0.8272202109461957,0.8095040208000008,0.38407202011223196,0.4788770388300846,0.5108729549290355,0.4034606244482979,0,0,0
CPX,0.41249567043282026,0.38522234552279266,0.5743121037341279,0.4935197102727235,0.5847764925851429,0.8968556422092296,0.6711346273435962,0.5457709605421613,0.38522234552279266,0.35163388691695935,0.5743121037341279,0,0,1
CRDC,0.29069318485913653,0.38446221790044155,0.5397306400903858,0.47161002267291047,0.5535401243870658,0.7995040625492573,0.5776604179168614,0.25276820647150267,0.38446221790044155,0.0,0.5397306400903858,0,1,1
CREL,0.33958812664750604,0.4413087883782008,0.6722342397750083,0.5007863620678845,0.6123765303178504,0.8336668023860192,0.5918565750004637,0.4613583084956355,0.4413087883782008,0.0,0.6722342397750083,1,1,0
CRI,0.40062145332676796,0.46639037653571735,0.6549210820661249,0.5471634214964446,0.5481498793630336,0.8243136211386273,0.6483926747281056,0.5996022519457574,0.46639037653571735,0.3815714141844439,0.6549210820661249,0,0,0
CRMH,0.3993989124187242,0.3186970706584347,0.8233915046550981,0.5835242333307411,0.5499573349606036,0.9132228532235114,0.6362960449614252,0.32096789480384513,0.3186970706584347,0.0,0.8233915046550981,0,1,1
CROX,0.39594557718061185,0.4456788451031648,0.6312600803983579,0.44118141350695184,0.5758879901634371,0.8442685998341698,0.5768143811144814,0.5364981266373706,0.4456788451031648,0.4252903702829902,0.6312600803983579,0,0,0
CRU,0.39527132569042217,0.21510911280115566,0.6210960433422816,0.4915135473280808,0.6130472530601636,0.8630819083220044,0.8309838860687495,0.30001044954676104,0.21510911280115566,0.0,0.6210960433422816,0,1,0
CRYO,0.3062202997465922,0.39413510364723353,0.5816119549717935,0.40363923676748586,0.574517076732923,0.8030240674926957,0.7403762036432759,0.31068326698729587,0.39413510364723353,0.0,0.5816119549717935,0,1,0
CSCD,0.34687098385853254,0.3370187686345526,0.6397296898985347,0.5735032853592548,0.5940130176935157,0.8224897045737187,0.8067285851734943,0.6383054946114103,0.3370187686345526,0.5503212081491046,0.6397296898985347,0,0,0
CSIQ,0.39340325139495047,0.43073767776110544,0.5088950683138687,0.5774477508695943,0.5334918865090713,0.8389864108859426,0.7031030321209638,0.7027219011454359,0.43073767776110544,0.4149132666831218,0.5088950683138687,0,0,1
CSTE,0.40864060378290595,0.4898825240268505,0.5508302342032454,0.7091177493114439,0.6038264813853295,0.8229901765252804,0.7580349574670675,0.713006528961985,0.4898825240268505,0.0,0.5508302342032454,0,1,1
CTCT,0.34377709180538524,0.4533001577887593,0.37391759733596963,0.610390445206356,0.5648415635972523,0.8531579763932429,0.8344213576312751,0.4073286332910814,0.4533001577887593,0.6133748537965211,0.37391759733596963,1,0,1
CTP,0.40596283540091105,0.4001509392906713,0.3547326928197845,0.5586702238996344,0.5452944429049857,0.793303750503667,0.8490570660456571,0.3674321563797286,0.4001509392906713,0.0,0.3547326928197845,1,0,0
CTRN,0.4045503638821672,0.4088860642358624,0.4367742283682654,0.41189684403944,0.5145007623377648,0.8163400481539242,0.799084217191012,0.37587445783244444,0.4088860642358624,0.4252903702829902,0.4367742283682654,0,0,1
CVGI,0.39689493264042836,0.31877038767134724,0.6338578922079592,0.4633613687381853,0.5840030901186475,0.8392107878367706,0.5271206543991203,0.6542869270879882,0.31877038767134724,0.0,0.6338578922079592,0,1,1
CVI,0.4226794299818115,0.45806151679252594,0.5151923604523829,0.6491031316702832,0.5109489910677768,0.8788900529774543,0.6399525293617182,0.9887986903543206,0.45806151679252594,0.0,0.5151923604523829,0,0,1
CXO,0.39626978330616025,0.42730799010668213,0.5846952881033354,0.5802697445367806,0.5785172804905584,0.8654889979167036,0.45402864707135315,0.4487875235505724,0.42730799010668213,0.0,0.5846952881033354,0,1,1
CYNO,0.40260204219176954,0.3373935646687509,0.41840446746404325,0.634562000706646,0.5441264392817873,0.8310868505253298,0.6782327987124113,0.4613583084956355,0.3373935646687509,0.5358322898371244,0.41840446746404325,0,0,1
CYTK,0.18249365109849622,0.44676685395753146,0.521249238514377,0.4743081931154863,0.7034756565665037,0.8952731967654806,0.5169114656896937,0.5067025840663658,0.44676685395753146,0.43679023236814957,0.521249238514377,0,0,1
CZR,0.2851177014278164,0.9371522009511379,0.8797931921146276,0.8192583083685155,0.5267570213229446,0.790889183281678,0.8298431595842297,0.7104702240985533,0.9371522009511379,0.0,0.8797931921146276,1,0,1
DBTK,0.3472687730508631,0.38658935624725443,0.4643147017544247,0.6238710354967445,0.585366632403881,0.8311909123086857,0.6113132884355093,0.5118916488589594,0.38658935624725443,0.46415888336127786,0.4643147017544247,1,0,1
DCIN,0.34855300949560947,0.35701885636932407,0.30754227015534186,0.4106968217973729,0.5939033675860149,0.7672255564616866,0.4912277895020021,0.4551427594665266,0.35701885636932407,0.0,0.30754227015534186,1,1,1
DCP,0.3949200773051381,0.3665085543874427,0.3779435656551602,0.6168653907852643,0.5994839487283274,0.8762274824971483,0.6142775634669274,0.5841026965996935,0.3665085543874427,0.0,0.3779435656551602,1,1,0
DDMG,0.32916871672384773,0.5702963617403164,0.4523241199620207,0.6959167714386612,0.5592576652056176,0.7985396270264689,0.43634978519073503,0.7301509353736718,0.5702963617403164,0.0,0.4523241199620207,1,1,0
DDUP,0.3530468315007378,0.5470585112163546,0.4981153672537779,0.71018952374358,0.5717832942909103,0.8530142770153255,0.6025139225776085,0.3997869571112572,0.5470585112163546,0.5848035476425733,0.4981153672537779,0,0,1
DEEP,0.42989221535458,0.37302011786601463,0.49195943980592416,0.6193145612567212,0.49228534134288204,0.8519158541250954,0.7678849482257479,0.5677041264796688,0.37302011786601463,0.0,0.49195943980592416,0,0,1
DEIX,0.3454006987553914,0.3807744126196524,0.6291640430382455,0.5542339501964113,0.5882683163782932,0.8418371532655398,0.6233591339342517,0.5502957946202972,0.3807744126196524,0.0,0.6291640430382455,0,0,0
DEX,0.26586575719784694,0.0,0.2059756678307667,0.9298830953217462,0.6157188581751037,0.9097341858722542,0.3113832689219618,0.47922505526600234,0.0,0.0,0.2059756678307667,0,1,1
DG,0.36157146062668083,0.6075584350188644,0.6593404835750694,0.556302143665629,0.6862034691470266,0.9002347866521138,0.6204594640052428,0.8683631912113824,0.6075584350188644,0.0,0.6593404835750694,0,1,1
DHX,0.38956140907708614,0.4386716797259035,0.6787515868816445,0.5802396565316762,0.6645313814231972,0.85938261109175,0.8259457647563146,0.6033479503701514,0.4386716797259035,0.43679023236814957,0.6787515868816445,1,0,1
DIVX,0.36157146062668083,0.43698789925636544,0.5423679241671673,0.5417117449891249,0.7026031360281201,0.8503768771111602,0.7355019839979009,0.4613583084956355,0.43698789925636544,0.6133748537965211,0.5423679241671673,1,0,1
DK,0.39340325139495047,0.48745008341186336,0.3403564023690038,0.47672228909837866,0.5588570045948982,0.8488602788861181,0.6142775634669274,0.4613583084956355,0.48745008341186336,0.4054801330382267,0.3403564023690038,0,0,1
DLB,0.4015328353701041,0.43068388084278514,0.5378360141909535,0.7591712665406427,0.6756964791574497,0.8953574407799998,0.7147627950975407,0.5760222584038616,0.43068388084278514,0.38891111873282025,0.5378360141909535,0,0,1
DM,0.33293304202163376,0.3214838386175099,0.5900267661438883,0.7214432127007404,0.5583093446992898,0.861470548944232,0.42730944869383297,0.4551427594665266,0.3214838386175099,0.0,0.5900267661438883,0,0,1
DMAN,0.3517118068678711,0.46637448630665734,0.46556558195058306,0.5272022684310019,0.54419259379172,0.813851793978104,0.48907638700814443,0.5364981266373706,0.46637448630665734,0.0,0.46556558195058306,1,0,0
DMD,0.36157146062668083,0.5936943786711371,0.5001084201414105,0.6948688056799347,0.5997590508035349,0.8785498125234555,0.6910689076348125,0.666452075678538,0.5936943786711371,0.5108729549290355,0.5001084201414105,1,0,1
DMED,0.41111854413169746,0.49107595271165405,0.645568869452781,0.7711137131340952,0.5501394411523772,0.7550748050565577,0.7266672368554783,0.49053840774067037,0.49107595271165405,0.0,0.645568869452781,0,1,0
DMND,0.4625036856719513,0.3674224302297796,0.4327516156067359,0.32965551709393487,0.5424861893591456,0.8405729719000202,0.8616198122903556,0.28891898495846136,0.3674224302297796,0.5108729549290355,0.4327516156067359,0,0,1
DNKN,0.39455849441206997,0.5030092418041083,0.851949117630463,0.8542603670432801,0.5515379167874088,0.8928751311960992,0.6352319453694975,0.666452075678538,0.5030092418041083,0.4899973050296446,0.851949117630463,0,0,1
DOLE,0.5687959610661739,0.36775660296540014,0.7269843824058895,0.5704884479625686,0.5264879303809773,0.8815094309908915,0.8653281470836327,0.9400810615040581,0.36775660296540014,0.0,0.7269843824058895,0,1,0
DPZ,0.35111061536872745,0.39275507357124195,0.37110289612929437,0.5379066099693929,0.5060511883707942,0.8718549280133532,0.5590645571867564,0.4073286332910814,0.39275507357124195,0.0,0.37110289612929437,0,1,0
DRC,0.40379815511942496,0.4115491719552254,0.5434358422634613,0.46140719663884067,0.5053790868554157,0.8926588341228738,0.6967311481915252,0.648002310749544,0.4115491719552254,0.36840314986403866,0.5434358422634613,0,0,1
DRTX,0.3100008167653179,0.35703794654547016,0.5496208324480778,0.8208808228290494,0.6885266635145024,0.8201160391148957,0.7280943433591794,0.5219925831993074,0.35703794654547016,0.0,0.5496208324480778,0,1,1
DSUP,0.2795841515769498,0.36378540987003805,0.7789171260756855,0.4806459127942243,0.5285345800873132,0.829530614477163,0.6170949917902707,0.6282643417101749,0.36378540987003805,0.0,0.7789171260756855,0,1,0
DSW,0.34906410119855336,0.4011319828204652,0.4617598357284405,0.5883346547975401,0.5233445444613246,0.7875336330644087,0.6628646740590568,0.5547493684998276,0.4011319828204652,0.572357121276666,0.4617598357284405,0,0,0
DTSI,0.41032644921103817,0.424320805284456,0.6871604258415926,0.5303171938168293,0.5764819259885224,0.8314471637836833,0.8084807506550683,0.47922505526600234,0.424320805284456,0.5108729549290355,0.6871604258415926,0,0,1
DVAX,0.18384596629765215,0.44916032797756017,0.5905642717443167,0.579456187336364,0.8313500026825016,0.8897800767400675,0.633521933394587,0.5118916488589594,0.44916032797756017,0.0,0.5905642717443167,0,1,1
DVOX,0.41150330772196586,0.2151100767807909,0.4396076543836336,0.7147750777658076,0.573951664847097,0.8441059002844951,0.8133846115289864,0.5760222584038616,0.2151100767807909,0.0,0.4396076543836336,1,1,0
DVR,0.4043654178283881,0.4415746538674563,0.6030803742817594,0.5047707231907881,0.5773622484271053,0.8660207957038998,0.5680855135984411,0.5364981266373706,0.4415746538674563,0.0,0.6030803742817594,0,1,0
DWA,0.3163176979669132,0.4347279593565796,0.35072798365223656,0.753011687390146,0.5949280284766315,0.9124492590349619,0.679085522230362,0.5219925831993074,0.4347279593565796,0.5503212081491046,0.35072798365223656,1,0,1
DWRE,0.35555397063657906,0.4926036978462829,0.4363062419829973,0.5628121760857925,0.6176718510843119,0.841457907509662,0.7572741843462383,0.6033479503701514,0.4926036978462829,0.5699919822255657,0.4363062419829973,1,0,1
DWRI,0.4764570922056876,0.40982923630935186,0.4143784183798074,0.5356542743121193,0.4973076877004509,0.8199034037761096,0.6607818162508172,0.3674321563797286,0.40982923630935186,0.44964431302260927,0.4143784183798074,0,0,1
DXCM,0.33188521851454816,0.5013634456750625,0.5710639979947598,0.37091411298686283,0.6664886790812246,0.8133420480892819,0.6197901064274046,0.12494857772477508,0.5013634456750625,0.0,0.5710639979947598,0,1,0
DYP,0.40864060378290595,0.4846971974410216,0.6580328016919512,0.6218648638158325,0.5158835514421994,0.8102083246309666,0.5316784295790201,0.7956215690248273,0.4846971974410216,0.0,0.6580328016919512,0,1,0
EBS,0.40379815511942496,0.5053012519039581,0.3532456508487378,0.47818799857687244,0.6645146030880628,0.8152645144356712,0.7597292763698811,0.7000912208108566,0.5053012519039581,0.0,0.3532456508487378,0,1,0
ECHO,0.3906623374000613,0.44143323241329574,0.23654995155099323,0.5659840838287761,0.5939388768454614,0.8256154549194281,0.6254306033769614,0.43563184471207117,0.44143323241329574,0.0,0.23654995155099323,0,0,1
ECYT,0.4189637895198095,0.350809799645838,0.5712235952505837,0.5552680943641226,0.6224783341749085,0.8317659538923267,0.6730723385024974,0.5317451391812539,0.350809799645838,0.0,0.5712235952505837,0,1,1
EDG,0.3366826529305123,0.3920061130762367,0.8585508881034474,0.8587171860596153,0.9762354201185037,0.8445414535243712,0.5922500527161112,0.6920490837049008,0.3920061130762367,0.0,0.8585508881034474,0,1,0
EDMC,0.4015328353701041,0.5466374112990632,0.6701324449090229,0.604474654697553,0.5746934107754297,0.8812701192255646,0.6254306033769614,0.6573776255747056,0.5466374112990632,0.0,0.6701324449090229,1,1,1
EEEE,0.3949200773051381,0.39299193718602465,0.5005217135147482,0.5240335166685508,0.6180619486263752,0.8521961797561896,0.7137689899575306,0.580091337191302,0.39299193718602465,0.0,0.5005217135147482,1,1,1
EGLT,0.4028075638473253,0.4121405931218658,0.45194566053751384,0.5977580589849107,0.5445896088044391,0.8331406505394641,0.595431372073646,0.5760222584038616,0.4121405931218658,0.3218297948685433,0.45194566053751384,0,0,0
ELOQ,0.3472687730508631,0.8443209316015354,0.41633823020051386,0.8294248085369827,0.5785423007694036,0.7581875155446958,0.704024586053765,0.6837715338424367,0.8443209316015354,0.4566711403962942,0.41633823020051386,1,0,1
EM,0.39012718363765214,0.4397447461898024,0.4549706575974928,0.8373130457929476,0.5962663332800671,0.8777772573127242,0.740093502550936,0.666452075678538,0.4397447461898024,0.4100882563156928,0.4549706575974928,1,0,1
EMAG,0.334043113381725,0.44833603446314835,0.5320155867304477,0.5287117945546386,0.5839001883354848,0.8233250701270214,0.6610736139549683,0.4613583084956355,0.44833603446314835,0.0,0.5320155867304477,1,1,1
ENPH,0.3327797494471214,0.46698479206268184,0.5418378197786438,0.6905398061564862,0.6484886085324,0.819150195176832,0.7850096323207544,0.5317451391812539,0.46698479206268184,0.0,0.5418378197786438,0,1,1
ENSG,0.40321097840886727,0.4933075140894695,0.5509686483749796,0.6103984495658784,0.5106543222892644,0.7782706472122674,0.5875437445176533,0.6033479503701514,0.4933075140894695,0.0,0.5509686483749796,1,1,0
ENTA,0.3999000953955622,0.4601843052769783,0.3662285363780997,0.7647519239139594,0.5336888517479793,0.8205592502645331,0.7554363090956909,0.8120997887994182,0.4601843052769783,0.0,0.3662285363780997,0,1,1
ENTR,0.3517118068678711,0.5790553638946986,0.6114076301915445,0.5647249870853854,0.6179945948410224,0.8156556610812472,0.793137928339648,0.4288171511862472,0.5790553638946986,0.0,0.6114076301915445,0,1,1
ENV,0.35786835548914914,0.46771898329743056,0.5645543360692504,0.6159062652180358,0.6120388494743092,0.8219138778491886,0.7970913089189707,0.5014165218121224,0.46771898329743056,0.0,0.5645543360692504,1,1,1
EPAM,0.41150330772196586,0.543331566383882,0.5266365290352215,0.7627073701290488,0.6182226026298759,0.8271615424109033,0.8298431595842297,0.6809576191166015,0.543331566383882,0.0,0.5266365290352215,1,1,1
EPOC,0.392563688277145,0.4580654809208801,0.5250620108817279,0.47149545689593164,0.5763127428713176,0.8382555380774395,0.6932160204077125,0.6033479503701514,0.4580654809208801,0.5227579585747103,0.5250620108817279,1,0,1
ERII,0.39012718363765214,0.4249155952262037,0.4120653065037265,0.5571028736254618,0.5908625949827486,0.8433955934459445,0.4815900009942842,0.4073286332910814,0.4249155952262037,0.3968502629920499,0.4120653065037265,0,0,1
ETRM,0.18584869877050217,0.41670751431192343,0.6456021406944696,0.4799673012207942,0.5942932890759531,0.8616836793356082,0.4786686603729315,0.21130931621201132,0.41670751431192343,0.0,0.6456021406944696,0,1,1
EVVV,0.30733975610877395,0.45806775246954873,0.7212800644171682,0.5388392610469644,0.6618515459624077,0.8496549359510148,0.6849492719768474,0.6282643417101749,0.45806775246954873,0.0,0.7212800644171682,0,1,1
EXA,0.40758442293297814,0.342504348047167,0.559847928227621,0.7182831710384351,0.6001165634306005,0.8167751013508162,0.7597840276935526,0.7529694445196363,0.342504348047167,0.0,0.559847928227621,1,1,0
EXAM,0.34950131963717523,0.3998792270546154,0.6505820578022123,0.6402190468025379,0.6707568272330868,0.850926851865249,0.8362653225767153,0.5502957946202972,0.3998792270546154,0.0,0.6505820578022123,1,1,1
EXLS,0.39594557718061185,0.5047922615640078,0.550785639695466,0.4999210726189977,0.6031385768784728,0.8309301361180864,0.7766546367089411,0.5760222584038616,0.5047922615640078,0.6102612222351425,0.550785639695466,0,0,1
EXPR,0.3423308952719279,0.5072155074783398,0.6112252847672968,0.7519711055146518,0.5382330914982792,0.8653123337087683,0.4903558652878539,0.7027219011454359,0.5072155074783398,0.0,0.6112252847672968,0,1,0
EYET,0.32179946924405006,0.5185873072663977,0.47743918284961095,0.4148769151934913,0.7021490879925701,0.8573864746406872,0.5789914464627156,0.4613583084956355,0.5185873072663977,0.4721631957086834,0.47743918284961095,0,0,1
FACE,0.4039893715153013,0.31792296496443734,0.5251246129824922,0.5934788204169728,0.5850580661937989,0.845764544189563,0.7031030321209638,0.5169872118829152,0.31792296496443734,0.3968502629920499,0.5251246129824922,0,0,1
FANG,0.3594445108592581,0.3912179439532696,0.5959287077240307,0.6328133154522959,0.479038714309077,0.8586350352227253,0.47374228851415723,0.4551427594665266,0.3912179439532696,0.0,0.5959287077240307,0,1,0
FB,0.4015328353701041,0.492108241288717,0.43378829474707103,0.6487135934242926,0.5566971028397567,1.0,0.3137973381351058,0.7104702240985533,0.492108241288717,0.3815714141844439,0.43378829474707103,1,0,1
FCL,0.41850414218964654,0.3227725300904071,0.7408836769164833,0.4860163214210133,0.6348038019799055,0.8691339114652421,0.7167455693012293,0.6781154233670245,0.3227725300904071,0.6057068642773799,0.7408836769164833,0,0,0
FFN,0.3115797309755023,0.5009184868194847,0.6668783746793736,0.694152421083055,0.6206107303807316,0.8021414067373879,0.82972670931258,0.7395004181735428,0.5009184868194847,0.0,0.6668783746793736,1,1,0
FIO,0.34052758670376887,0.5296525082157247,0.5139284356905693,0.8790239627228272,0.5033780849687824,0.8663688106304162,0.42983252943231354,0.5411725487098266,0.5296525082157247,0.4899973050296446,0.5139284356905693,0,0,1
FIRE,0.3566135803898871,0.45174434372895633,0.6448846162117898,0.6249460414334759,0.5883212724026111,0.8292019789227979,0.46225412269157495,0.5677041264796688,0.45174434372895633,0.5358322898371244,0.6448846162117898,1,0,1
FIVE,0.3906623374000613,0.5092437317535679,0.42535590789910804,0.5613826062992137,0.47333090922919036,0.8636524280612845,0.7280943433591794,0.5718937749115146,0.5092437317535679,0.3968502629920499,0.42535590789910804,0,0,1
FLT,0.4121290461463496,0.5265143247522089,0.5520965501871207,0.5518428258255649,0.6156835437323614,0.8736548881374911,0.8524687604090646,0.5996022519457574,0.5265143247522089,0.0,0.5520965501871207,1,1,1
FLTX,0.3876251929450758,0.46796348052082737,0.5928014518529219,0.8827608078643234,0.6130324340327935,0.8511500973785537,0.5925754169806037,0.7937299492851208,0.46796348052082737,0.3968502629920499,0.5928014518529219,1,0,1
FN,0.40950166786699044,0.4502039206496576,0.597210288274866,0.6508669980629653,0.5347452721509415,0.8299288815832025,0.6305218988942309,0.5919586488963243,0.4502039206496576,0.0,0.597210288274866,0,1,1
FNET,0.39626978330616025,0.4672276699679736,0.5945525643251528,0.6613225255198488,0.5335437150102138,0.7840258611730818,0.6209238511607672,0.47922505526600234,0.4672276699679736,0.0,0.5945525643251528,0,1,1
FOLD,0.3191168823074967,0.4695533757921522,0.6040382346686275,0.45774043686908766,0.6238919965975634,0.8221609213280231,0.6590177018954106,0.4849383020375314,0.4695533757921522,0.0,0.6040382346686275,0,0,0
FOXH,0.3423308952719279,0.48639482647199817,0.5515134063486793,0.4169925513108984,0.6457131125904308,0.8301619749829344,0.679085522230362,0.3404788095583007,0.48639482647199817,0.4252903702829902,0.5515134063486793,0,0,1
FRAN,0.39527132569042217,0.46589842806695914,0.4964549114033443,0.8061336570701816,0.5026482444484466,0.8663390914319581,0.7135080584534755,0.6604349104503874,0.46589842806695914,0.5108729549290355,0.4964549114033443,0,0,1
FRP,0.4092188734854571,0.272119254014592,0.645452014925068,0.3302824246927275,0.6386943582600522,0.8824459231546605,0.6109133720102564,0.496029766625831,0.272119254014592,0.0,0.645452014925068,0,1,0
FSL,0.30015886996453156,0.5062287075868348,0.7669340435662677,0.7644039076902981,0.6719881618480589,0.9011659566964272,0.5612174948501648,0.8594788135444139,0.5062287075868348,0.0,0.7669340435662677,0,1,1
FSLR,0.3523545396559045,0.4272257978672678,0.6733996675361273,0.8039762693685824,0.5281589933425571,0.8854755763894063,0.8029656967635586,0.6723438741323123,0.4272257978672678,0.48074985676913606,0.6733996675361273,0,0,1
FSTC,0.40379815511942496,0.4014125768224882,0.5122064081350786,0.4889726624829975,0.6236162368948445,0.8247245915016144,0.5417493507830772,0.44228617753234023,0.4014125768224882,0.0,0.5122064081350786,1,1,0
FTD,0.36157146062668083,0.32304572425115563,0.3012396220283571,0.7595184352872395,0.46924365069761087,0.8572212689875705,0.6610736139549683,0.4733940013289838,0.32304572425115563,0.0,0.3012396220283571,1,0,1
FTNT,0.38559521981832195,0.49463410047705436,0.5554040918762795,0.6327882433610353,0.5597439020808896,0.8341451221359478,0.9004478654402621,0.6511620765455967,0.49463410047705436,0.6299605249474366,0.5554040918762795,0,0,0
FUQI,0.39689493264042836,0.39218462796281983,0.5873868757610385,0.646975425330813,0.47416865604170305,0.8228349113800016,0.6399525293617182,0.5219925831993074,0.39218462796281983,0.5,0.5873868757610385,0,0,1
G,0.39340325139495047,0.5162646491357811,0.5077264499091911,0.4619167511643534,0.5405999812294298,0.8913276066345058,0.42730944869383297,0.6573776255747056,0.5162646491357811,0.0,0.5077264499091911,0,1,1
GASS,0.36157146062668083,0.3105324172820786,0.393020894130633,0.5335953081300219,0.39903611901730335,0.8361484631909052,0.5608556067438722,0.47922505526600234,0.3105324172820786,0.0,0.393020894130633,0,1,0
GEVO,0.25387764252533207,0.426083710336463,0.5629091360667879,0.723878857032821,0.6095391919638746,0.9272619056413323,0.7530434767874326,0.648002310749544,0.426083710336463,0.4149132666831218,0.5629091360667879,1,0,1
GGL,0.38511805380923453,0.3982869323901782,0.6750517793193358,0.4029320284288845,0.6839554284758529,0.8839078974289013,0.7439853860971238,0.44228617753234023,0.3982869323901782,0.38891111873282025,0.6750517793193358,0,0,1
GGS,0.38511805380923453,0.48200194488813053,0.5788904328955402,0.0,0.6182035838911683,0.8294302894298586,0.8133846115289864,0.631651161791141,0.48200194488813053,0.0,0.5788904328955402,0,1,0
GGXY,0.4232239028158765,0.38401687760194825,0.4980519065011144,0.5493479081906908,0.46987381107822634,0.8227747753788679,0.7976778875803961,0.7027219011454359,0.38401687760194825,0.5503212081491046,0.4980519065011144,0,0,1
GHDX,0.32981407868858104,0.4846042651145598,0.4182684620706829,0.4942604285290396,0.5165934673236093,0.8155145376107616,0.5393113531190685,0.4733940013289838,0.4846042651145598,0.0,0.4182684620706829,1,1,0
GKIS,0.4270244019946214,0.4584549251778239,0.7824199202493491,0.4998521583863719,0.5651385571213144,0.8431990705752783,0.7905004445839868,0.5457709605421613,0.4584549251778239,0.0,0.7824199202493491,0,1,1
GLOG,0.39340325139495047,0.38288978357694603,0.37649253376260994,0.7299269726330367,0.5996937152629372,0.8680915409145075,0.7850096323207544,0.5317451391812539,0.38288978357694603,0.0,0.37649253376260994,0,1,0
GLUU,0.34005057111904563,0.44698459194135776,0.6065533255355358,0.5874074657518261,0.5471515790782135,0.8293267251692525,0.7052392607975935,0.610693716534057,0.44698459194135776,0.35688292775180414,0.6065533255355358,1,0,1
GMAN,0.3906623374000613,0.42829774378241664,0.4803947765314178,0.8081377175949146,0.5220677899508568,0.8155941047615493,0.7266672368554783,0.6142962632992724,0.42829774378241664,0.0,0.4803947765314178,0,1,1
GMED,0.4054464317831006,0.6215935720061724,0.7023972594910848,0.6789647181300348,0.6089216437615228,0.8367680935418252,0.6320077482173011,0.5718937749115146,0.6215935720061724,0.0,0.7023972594910848,0,1,1
GMET,0.3566135803898871,0.5591994845532156,0.7497284421879733,0.4202824206242043,0.6430509782263654,0.7842039591694202,0.49162123095596616,0.5760222584038616,0.5591994845532156,0.0,0.7497284421879733,0,1,0
GMTN,0.008745966712543962,0.35964853240750183,0.5750768637955013,0.5314453279291886,0.514144417239232,0.8405116004778498,0.6027478688870427,0.5502957946202972,0.35964853240750183,0.4054801330382267,0.5750768637955013,0,0,1
GNMK,0.322447935852865,0.37463343147325656,0.7395969666737718,0.6204623648410553,0.5942647903818554,0.7870971992943249,0.6524936880325747,0.5169872118829152,0.37463343147325656,0.0,0.7395969666737718,0,1,0
GNOM,0.32555615700855145,0.46388593113901466,0.626024289125761,0.7606107945730706,0.6187173578062112,0.8088823374736231,0.8329527058653958,0.5364981266373706,0.46388593113901466,0.0,0.626024289125761,1,1,0
GNRC,0.4052708767520063,0.42860481564914166,0.7066930726518597,0.5599870654556331,0.5272160055415857,0.8617862734948345,0.42402735157206606,0.648002310749544,0.42860481564914166,0.0,0.7066930726518597,0,1,0
GOLF,0.3971967643935239,0.37664143615306656,0.6269537068569848,0.5900268937889437,0.4409441278935612,0.8195288131334997,0.4902282715944788,0.5591338919342176,0.37664143615306656,0.0,0.6269537068569848,0,1,0
GOOG,0.40711287336644064,0.6630781431712411,0.4516010781799995,0.6562908662700764,0.5668817610055678,0.9081177835037275,0.5324363469539947,0.5760222584038616,0.6630781431712411,0.0,0.4516010781799995,1,1,0
GRPN,0.33706729643884853,0.7100620890697555,0.5028863055498887,0.5304366305908427,0.6472483819157369,0.9056502029627019,0.6707780997365252,0.7104702240985533,0.7100620890697555,0.5609068938801837,0.5028863055498887,1,0,1
GSAT,0.3949200773051381,0.5968839964609824,0.723027664328125,0.40065653540012314,0.5970841762921689,0.0,0.6111697453398679,0.6349979002199012,0.5968839964609824,0.0,0.723027664328125,0,0,0
GSE,0.36157146062668083,0.37886557917059277,0.6560567813643077,0.7796601323871938,0.6269873771419872,0.8257620210363104,0.839940001456585,0.7616051108323086,0.37886557917059277,0.0,0.6560567813643077,0,1,1
GTEC,0.39299124801818014,0.330242727263258,0.46804237275813243,0.6620541940755462,0.47249811398532265,0.816189006176621,0.8593488634691554,0.5269109001524853,0.330242727263258,0.0,0.46804237275813243,1,1,1
