I1,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,P(Mid),Y1,Y2,C3_Prime,C5_Prime,C6_Prime,industry,industry_1,industry_2,industry_3,industry_4,industry_5,S1_Prime,S2_Prime,S3_Prime,T3_Prime,T4_Prime,T5_Prime,market_cap
CSIQ,2.70805020110221,2.46621207433047,2.5649493574615367,2.500266644329491,2.833213344056216,True,0.5748897078944829,0.017113521083632423,0.3520726127620806,0.3618476426045084,2.9082116760244956,6.522092798170152,9.791661737353872,9.696217350378209,2.7441297732526824,6.7357800142423265,4.68213122712422,4.890349128221754,5.117993812416755,2.6390573296152584,0,1,1,1.264566867997859,1.9258567855541788,1.0,1,0,0,0,0,-5.109530510229652,-4.901312609132117,-4.673667924937116,0.8262244807249842,0.39431012110726643,0.04708118989040483,18.56478108792612
CSTE,2.3978952727983707,2.519842099789747,2.6390573296152584,2.2313687600374554,3.5553480614894135,True,0.954640270936004,0.03113477157157728,0.3506264273877967,0.36305531602522284,5.559415445125012,6.4425401664681985,9.842569137566711,9.745429247877853,2.754737616866952,6.910750787961936,4.718498871295094,5.043425116919247,5.455321115357702,2.70805020110221,1,1,1,1.6114254255103102,0.0,1.0,1,0,0,0,0,-5.124070266271617,-4.799144020647464,-4.387248022209009,0.8234274940061922,0.48422096231084427,0.05330003188436603,18.109525315314944
CTCT,2.772588722239781,2.4101422641752306,2.4849066497880004,3.023518820967025,4.48863636973214,True,-0.6619105948026228,0.05063222853902577,0.3521218150201329,0.3630050972219167,3.3160751282453202,5.8971538676367405,9.161990111035136,9.059401196410896,2.48415091988726,6.163314804034641,3.6375861597263857,3.9318256327243257,4.430816798843313,2.5649493574615367,0,1,0,1.3968859079549907,2.847033872200803,2.0,0,1,0,0,0,-5.52440395130875,-5.23016447831081,-4.731173312191823,0.8145024611714926,0.416805035623717,0.049853064651553314,18.490206806600977
CTP,2.5649493574615367,2.4101422641752306,2.4849066497880004,2.3513346877207577,4.564348191467836,False,0.8879040017426008,0.05436796021880253,0.3628432156729666,0.37250047170140355,4.3384404065109585,5.472270673671475,8.914491710191342,8.696008608880904,2.2973097500999025,5.8805329864007,3.4965075614664802,3.6375861597263857,3.9889840465642745,2.5649493574615367,0,0,1,1.0851890750926814,0.0,2.0,0,1,0,0,0,-5.4179841487248614,-5.276905550464956,-4.925507663627067,0.6459932639209351,0.3814878892733564,0.04812474794999328,17.216707806293087
CTRN,2.6390573296152584,2.4101422641752306,2.4849066497880004,2.5039936068721396,4.3694478524670215,True,0.8527018983281597,0.04161250286003572,0.3582733200613556,0.36779624015459794,5.057506157267862,5.937536205082426,9.066008001086264,8.965206802770357,2.4202822154969144,5.973809611869261,3.5263605246161616,3.9889840465642745,4.709530201312334,2.5649493574615367,0,1,1,1.136416747991965,1.9740230337485711,4.0,0,0,0,1,0,-5.539647476470101,-5.077023954521988,-4.356477799773929,0.8174198722329088,0.2812637060449315,0.04540203327171904,17.802641035879226
CVGI,2.5649493574615367,2.5712815906582356,2.70805020110221,2.3573483804955844,4.330733340286331,True,0.6619105948026228,-0.02780558531861782,0.3555816237177676,0.3603481587322394,5.6614976051002746,6.104793232414985,9.350450079960828,9.221774749601845,2.51323687655111,6.385194398997726,4.51085950651685,4.7535901911063645,5.0238805208462765,2.772588722239781,1,1,1,0.607927867625567,0.0,1.0,1,0,0,0,0,-4.839590573443978,-4.596859888854463,-4.326569559114551,0.7730970714546165,0.31640625,0.05154728789986092,18.605083466950145
CVI,2.9444389791664403,2.7144176165949063,2.8903717578961645,2.72568088924821,5.971261839790462,True,1.3045207500204536,0.0009944971818087848,0.3444237179327847,0.35435259888094217,8.018812145018707,7.29641326877392,10.711970331775978,10.57928509476096,3.1527188831581,7.6128310304073565,5.6937321388027,5.82600010738045,5.87493073085203,2.9444389791664403,0,1,1,1.42480918817496,0.0,1.0,1,0,0,0,0,-5.0182381929732784,-4.885970224395527,-4.837039600923948,0.7669217727390948,0.44323998850904917,0.045087992871463575,19.755681810684706
CXO,2.4423470353692043,2.519842099789747,2.6390573296152584,2.3452900757590807,4.61512051684126,True,0.6463304070095651,-0.0464621559185416,0.3453203242158249,0.35402915225780857,5.289730605610714,6.163314804034641,9.504128762859725,9.373733918884618,2.5859008250489137,6.529418838262226,3.784189633918261,4.787491742782046,4.859812404361672,2.70805020110221,1,1,1,1.2444532556099523,0.0,5.0,0,0,0,0,1,-5.719939128941463,-4.716637020077679,-4.6443163584980525,0.7704429360105988,0.3962371191135734,0.051062243756988444,19.296989671997196
CYNO,2.70805020110221,2.4101422641752306,2.4849066497880004,2.6651206459385746,4.787491742782046,True,0.8041451517178115,0.01076544990065678,0.35952724980556133,0.3654989156570514,3.7288931220262467,5.877735781779639,9.21612361673191,9.09918532261002,2.48415091988726,6.180016653652572,3.828641396489095,4.0943445622221,4.532599493153256,2.5649493574615367,0,1,1,0.7171446247474756,2.4871131731971623,1.0,1,0,0,0,0,-5.387482220242815,-5.121779054509809,-4.683524123578654,0.7914594852737399,0.4333105791336142,0.04802147544243388,18.132998671500584
CYTK,2.5649493574615367,2.3513346877207577,2.3978952727983707,4.588376909798652,4.532599493153256,True,-4.681472252123655,-0.030411457792077785,0.352186329389575,0.36275889588658,2.358681832345916,5.5053315359323625,8.742414582525413,8.637107288081575,2.278704478832458,5.963579343618446,3.9889840465642745,3.871201010907891,4.430816798843313,2.4849066497880004,0,1,0,1.3585709492431484,2.027400665191134,1.0,1,0,0,0,0,-4.753430535961138,-4.871213571617522,-4.3115977836821,0.8100862229554703,0.3238812875933637,0.06211080951620629,18.311981327029024
CZR,2.1972245773362196,2.1544346900318834,2.0794415416798357,2.487403321051384,4.442651256490317,True,-2.123840197557128,0.04946365377677967,0.34181888517568204,0.37482775926792,9.086419790056706,6.1903154058531475,9.632465920977454,9.533799735803484,2.6733068471118355,6.5638555265321274,4.709530201312334,5.634789603169249,5.2832037287379885,2.1972245773362196,0,1,0,4.234465719840581,0.0,2.0,0,1,0,0,0,-4.92293571966512,-3.997676317808205,-4.349262192239466,0.8209177392495988,0.5594304286482129,0.0464857067925518,16.606787131957045
DBTK,2.3978952727983707,2.2239800905693157,2.1972245773362196,2.33065451274396,4.844187086458591,True,-0.5748897078944829,-0.0063156046994000984,0.3541673951499914,0.3620652637383053,3.7064737625148876,6.2166061010848646,9.553220604892726,9.40943710213184,2.62477023270953,6.590301048196686,4.007333185232471,4.543294782270004,4.859812404361672,2.302585092994046,0,1,0,1.0056563443643018,2.1544346900318834,2.0,0,1,0,0,0,-5.5458874196602554,-5.009925822622722,-4.693408200531054,0.7500863051628459,0.4260102549392234,0.051667849538679915,18.22830885130491
DCIN,1.8082887711792655,2.080083823051904,1.791759469228055,1.834122716299445,4.77912349311153,False,-0.5428835233189812,-0.03696715841625829,0.36540147785515964,0.3729543546395138,0.45234869400701483,5.918893854273146,9.05543941075822,8.978408314628894,2.4121873616070872,6.1070228877422545,3.8066624897703196,3.6635616461296463,4.718498871295094,2.0149030205422647,1,1,0,0.8322383446539626,0.0,2.0,0,1,0,0,0,-5.2487769209879005,-5.391877764628574,-4.336940539463126,0.8572187069860675,0.28044427101399005,0.05242265032107414,16.41225668950781
DCP,2.70805020110221,2.5712815906582356,2.70805020110221,2.462919374360054,5.384495062789089,True,0.6126925675228417,-0.005558980159684734,0.3464950038106862,0.35270457027395513,7.560553790485654,6.234410725718371,9.551089165364656,9.425613028909824,2.6300943740879763,6.612041034833092,4.2626798770413155,4.330733340286331,4.969813299576001,2.772588722239781,1,0,1,0.8878912573524571,0.0,2.0,0,1,0,0,0,-5.288409288323341,-5.220355825078324,-4.581275865788656,0.7780595051891003,0.4212264513648597,0.05291607396870555,19.742436583934683
DDMG,2.1400661634962708,2.2894284851066633,2.302585092994046,1.9264985239507435,5.225746673713202,False,-1.0259855680060184,-0.05097464568124585,0.34943845324198675,0.3656387324880657,4.656917877121802,6.814542897259958,10.220922583137257,10.111273781529295,2.926352287651957,7.212294468500341,4.77912349311153,5.181783550292085,5.030437921392435,2.3978952727983707,1,0,0,2.0830172803273803,0.0,2.0,0,1,0,0,0,-5.441799090025727,-5.0391390328451715,-5.190484661744821,0.8030826825975232,0.4752066762981054,0.04935934769947583,17.548885251964762
DDUP,2.70805020110221,2.3811015779522995,2.4423470353692043,2.9220671218291048,4.48863636973214,True,-0.4308869380063767,-0.008561623058511695,0.3475743222376397,0.36218771604007416,3.838031949516377,6.028278520230698,9.427385364828522,9.317039990635239,2.5712815906582356,6.440946540632921,3.6109179126442243,4.499809670330265,4.948759890378168,2.5257286443082556,0,1,0,1.9467374889113085,2.7144176165949063,1.0,1,0,0,0,0,-5.816467452184298,-4.927575694498258,-4.478625474450355,0.8019646508077546,0.4849528233415589,0.05046683837733419,18.523688494026594
DEEP,2.70805020110221,2.519842099789747,2.6390573296152584,2.598223638709154,5.529429087511423,True,1.4842802801978616,0.033648959575388014,0.35251263018509493,0.35958707542373625,5.49489515201519,5.786897381366708,9.176680170483548,9.066239028001926,2.441870585789446,6.040254711277414,4.204692619390966,4.23410650459726,4.634728988229636,2.70805020110221,0,1,1,0.9260787184404462,0.0,5.0,0,0,0,0,1,-4.971987551092582,-4.942573665886288,-4.541951182253912,0.8018110599535279,0.4228988671007565,0.04343779087806392,18.842675186798626
DEIX,2.772588722239781,2.5712815906582356,2.70805020110221,2.4101422641752306,4.736198448394496,True,-0.6214465011907717,-0.003240929708257981,0.3527723361879023,0.3602395726098161,5.718861545202142,5.978885764901122,9.353227859524731,9.20833836930551,2.4980495329668133,6.395261598115449,4.143134726391533,4.74493212836325,4.948759890378168,2.772588722239781,0,0,0,0.9715542528714305,0.0,1.0,1,0,0,0,0,-5.210093133133197,-4.60829573116148,-4.4044679691465625,0.7484289667417536,0.37845858035571217,0.05192441054091539,18.82614585206053
DEX,2.9444389791664403,2.9624960684073707,3.1354942159291497,2.691606306043642,4.23410650459726,True,-2.603643806139014,-0.08287206810309786,0.35651884757409275,0.3474073330968153,5.546914216667241,6.453624998892692,9.9297886269555,9.803611967108871,2.822875684244037,7.017506142941256,3.8918202981106265,4.290459441148391,4.852030263919617,3.1986731175506815,1,1,0,-1.2615205091369956,0.0,1.0,1,0,0,0,0,-6.0379683288448724,-5.6393291858071075,-5.077758363035882,0.7769701707043929,0.6349705499410998,0.0543515316807091,20.73139595379889
DG,3.044522437723423,2.843866979851566,3.044522437723423,2.8326949544326263,4.442651256490317,True,-0.21843318437028425,-0.003981063940780011,0.335808057669378,0.35047221833034825,9.158546531283598,6.694562058521095,9.981512841973895,9.883437894730424,2.8153877964660046,7.177782416195197,5.267858159063328,5.44673737166631,5.786897381366708,3.091042453358316,1,1,0,2.3015429812692387,0.0,4.0,0,0,0,1,0,-4.713654682910567,-4.534775470307585,-4.194615460607188,0.8218890288101808,0.37987084599549065,0.06058363779309069,20.389330379977167
DHX,2.5649493574615367,2.3513346877207577,2.3978952727983707,2.3752077155225386,4.653960350157523,True,0.4791419857062783,0.04846885250614673,0.3463629052713103,0.3557119334862064,4.4267370594409385,6.4692503167957724,9.760482858119124,9.650786448979593,2.7211616325610177,6.92461239604856,4.330733340286331,5.272999558563747,5.351858133476067,2.4849066497880004,0,1,1,1.311096306327039,2.027400665191134,2.0,0,1,0,0,0,-5.429749517832793,-4.487483299555377,-4.408624724643057,0.8030062206694143,0.3962165735232257,0.05866743582347851,19.19586863484852
DIVX,2.772588722239781,2.4101422641752306,2.4849066497880004,2.6542828572755153,4.941642422609304,True,-0.21843318437028425,0.02538328073525964,0.35061258153349084,0.3604806272041248,3.497930790619463,6.0844994130751715,9.352360631996612,9.258940041812245,2.537572993164711,6.5722825426940075,3.828641396489095,4.532599493153256,4.836281906951478,2.5649493574615367,0,1,0,1.3012216730883714,2.847033872200803,2.0,0,1,0,0,0,-5.523719235507516,-4.819761138843356,-4.5160787250451335,0.8295754787951368,0.3699077941687724,0.062033663022731216,18.79637369372686
DK,2.772588722239781,2.519842099789747,2.6390573296152584,2.5328985095504435,4.442651256490317,True,0.5748897078944829,-0.005558980159684734,0.3478955229728228,0.3597196582581332,7.616711338116252,6.192362489474872,9.372374183823416,9.251962046667002,2.55623455048389,6.363028103540465,3.828641396489095,4.060443010546419,4.736198448394496,2.70805020110221,0,1,1,1.597160229196193,1.8820720577620569,4.0,0,0,0,1,0,-5.543732787334321,-5.311931173276997,-4.63617573542892,0.7859797310820674,0.3255297527193346,0.04932392210221958,18.890684373198102
DLB,2.8903717578961645,2.620741394208897,2.772588722239781,2.8964681235037206,4.499809670330265,True,0.7774980097342586,0.020089649378692193,0.34340403509939954,0.3520118323039322,5.666568546562157,6.214608098422191,9.634823485920109,9.564020836934587,2.6671682753399955,6.815639990074331,4.23410650459726,4.804021044733257,5.10594547390058,2.833213344056216,0,1,1,1.2642513726898934,1.805165505978112,5.0,0,0,0,0,1,-5.40071698132285,-4.830802441186853,-4.528878012019528,0.8679637759483296,0.5184,0.059654631083202514,20.020068320532964
DM,2.6741486494265287,2.493315476119323,2.6026896854443837,2.6070812878078238,4.584967478670572,True,-0.9321697517861575,-0.05328217125439354,0.3526722318755944,0.3573733636433104,4.7153062803959305,6.53813982376767,9.96114306502429,9.818855161695424,2.803003390623707,6.950814768442584,3.8066624897703196,5.2574953720277815,5.4638318050256105,2.6741486494265287,0,1,0,0.623841066162561,0.0,1.0,1,0,0,0,0,-6.154480575253971,-4.703647692996509,-4.49731125999868,0.7523333214276423,0.49263740337311845,0.04927549912682305,19.08912310297241
DMAN,2.3978952727983707,2.2894284851066633,2.302585092994046,2.105954389758492,4.343805421853684,True,-0.46415888336127786,-0.03751629906765014,0.35236617519354807,0.36393587186373255,3.482439369911174,6.234410725718371,9.571226436686379,9.407878894574997,2.595893699827736,6.535241271013659,4.0943445622221,4.564348191467836,5.655991810819852,2.3978952727983707,0,0,0,1.4735611048062254,0.0,2.0,0,1,0,0,0,-5.476881874464279,-5.006878245218544,-3.915234625866527,0.7213036463608584,0.36,0.048027324689809005,18.0051652999907
DMD,2.833213344056216,2.519842099789747,2.6390573296152584,3.557873419575074,5.153291594497779,True,-0.21843318437028425,0.014041837854611824,0.34451650189885497,0.36066106302998163,4.592588484196865,6.680854678790215,10.028665401264357,9.928911604876287,2.861510809006358,7.090076835776092,4.553876891600541,5.10594547390058,5.673323267171493,2.70805020110221,0,1,0,2.2202363774032445,2.371262202993375,2.0,0,1,0,0,0,-5.474788509663815,-4.922719927363776,-4.355342134092864,0.8191340012882116,0.4744910730169126,0.05294039793532448,18.834775178758584
DMED,1.9459101490553132,2.2894284851066633,2.302585092994046,1.8420157493201932,4.276666119016055,False,1.0163963568148535,0.02312823138279143,0.3619858884386855,0.37668181466164785,-2.312635428847547,5.966146739123692,9.420358156071465,9.29182818882245,2.5623064663201665,6.395261598115449,3.9318256327243257,4.852030263919617,4.564348191467836,2.3978952727983707,1,0,1,1.6184243608062958,0.0,1.0,1,0,0,0,0,-5.488532523347139,-4.5683278921518475,-4.856009964603628,0.7733218637187635,0.5265548980933596,0.04855313285239524,16.167489632793167
DMND,2.833213344056216,2.519842099789747,2.6390573296152584,2.761112029884772,4.770684624465665,True,2.297034615683524,0.05757457296364237,0.35671073496437034,0.36393587186373255,5.885223087977819,5.6131281063880705,8.775703886567738,8.631057447565285,2.2507325516597674,5.736572297479192,3.2188758248682006,3.6888794541139363,4.127134385045092,2.70805020110221,0,1,1,0.8932507379569753,2.371262202993375,1.0,1,0,0,0,0,-5.556828061699537,-5.086824432453803,-4.648569501522647,0.7487928683233702,0.225105226703607,0.047876447876447875,18.440483371248543
DNKN,2.9444389791664403,2.620741394208897,2.772588722239781,3.0311567934859616,4.430816798843313,True,0.6036810736797684,-0.00021042127293830208,0.34205597665641774,0.3535606026768565,6.358076207945827,6.077642243349034,9.52083524249312,9.413281215972873,2.6327363651586557,6.498282149476434,4.553876891600541,5.455321115357702,5.099866427824199,2.833213344056216,0,1,1,1.6884078623676995,2.274366019525953,4.0,0,0,0,1,0,-4.966958350892579,-4.065514127135419,-4.420968814668922,0.8064542956306324,0.5833315798333474,0.04867678322703614,19.862291545742963
DOLE,2.5257286443082556,2.46621207433047,2.5649493574615367,2.3070984059526425,4.248495242049359,True,4.946087443248701,0.05852111708533658,0.3440976602154435,0.350145265613326,8.938525349448254,6.777646593635117,10.039852427056644,9.945636666044287,2.860641445014413,6.970730078143525,5.521460917862246,5.66988092298052,5.666426688112432,2.6390573296152584,1,0,1,0.8952105143425036,0.0,5.0,0,0,0,0,1,-4.518391509194398,-4.3699715040761244,-4.373425738944213,0.8282572188741032,0.38955796202800946,0.04646191431812233,19.916809970879466
DPZ,2.6390573296152584,2.5712815906582356,2.70805020110221,2.3811015779522995,4.51085950651685,True,-0.4791419857062783,-0.019651975924335506,0.34568039016272617,0.35293583557695885,7.195428851397793,6.061456918928017,9.24435525056346,9.0953783535065,2.526361870132604,6.135564891081739,3.6375861597263857,4.007333185232471,4.6913478822291435,2.772588722239781,1,0,0,1.0418155695894167,0.0,4.0,0,0,0,1,0,-5.606769090837075,-5.237022065330989,-4.553007368334317,0.7423356392313297,0.36730945821854916,0.044654939106901215,19.641826267454544
DRC,3.044522437723423,2.7589241763811208,2.9444389791664403,2.8355998464068564,4.394449154672439,True,0.8339550915402606,0.015487112031121256,0.34424615697699196,0.35214468706560537,6.819363313054384,6.361302477572996,9.596282813595483,9.437953917961844,2.6220877817820485,6.486160788944089,4.48863636973214,4.77912349311153,4.812184355372417,2.995732273553991,0,1,1,1.1520347056055182,1.7099759466766968,1.0,1,0,0,0,0,-5.107646443863343,-4.817159320483953,-4.784098458223066,0.7285800389215289,0.3150718438377167,0.04459551325628824,20.155869861692025
DRTX,2.1972245773362196,2.3513346877207577,2.3978952727983707,2.0831608716829457,4.77912349311153,True,-1.5036945962049748,0.023492497110513433,0.35547005037149837,0.3620652637383053,4.592588484196865,5.945420608606575,9.42706335548747,9.341368634382587,2.566813642344895,6.626717749249025,4.04305126783455,4.624972813284271,5.1647859739235145,2.4849066497880004,1,1,0,0.8323503001560691,0.0,1.0,1,0,0,0,0,-5.38401208765292,-4.8020905422031985,-4.262277381563956,0.8424934070806787,0.5605383624352402,0.0607890499194847,18.02763815584276
DSUP,2.4849066497880004,2.46621207433047,2.5649493574615367,2.2571787177370006,4.343805421853684,False,-2.2617492396257446,-0.004839837912175111,0.35482690420846025,0.3616884997839273,6.037830346306677,6.18826412308259,9.396736947923277,9.285911558823257,2.55623455048389,6.331501849893691,4.418840607796598,5.153291594497779,4.718498871295094,2.6390573296152584,1,0,0,0.8719212102758115,0.0,1.0,1,0,0,0,0,-4.977896340126678,-4.243445353425497,-4.6782380766281815,0.8011951102836571,0.32820899864653474,0.04664287492737987,18.360930739546593
DSW,2.9444389791664403,2.5712815906582356,2.70805020110221,1.2141835385541768,4.672828834461906,True,-0.5301459192380903,0.006842770621949718,0.34903381209435025,0.3570314389573781,7.863195952274544,6.1463292576688975,9.493487175626202,9.381769487603714,2.5815583865742617,6.418364935936212,4.1588830833596715,4.477336814478207,4.77912349311153,2.772588722239781,0,0,0,1.0909424646961017,2.656646422956528,4.0,0,0,0,1,0,-5.33460409226653,-5.016150361147996,-4.714363682514673,0.799766574276742,0.4017442420296301,0.04618398252090711,19.403461217095355
DTSI,2.833213344056216,2.519842099789747,2.6390573296152584,2.9208954561300886,4.330733340286331,False,0.9966554934125964,0.04401094690851535,0.35758417542358595,0.36781944513812903,3.7149369884332257,5.82600010738045,9.020873347021357,8.920923462230686,2.426265714402142,6.042632833682381,3.8918202981106265,4.553876891600541,4.248495242049359,2.70805020110221,0,1,1,1.2269347280647966,2.371262202993375,5.0,0,0,0,0,1,-5.12905304891073,-4.466996455420816,-4.772378104971998,0.8188128189168081,0.3621270263920433,0.05088228184674885,17.994196268620126
DVAX,2.0149030205422647,2.4101422641752306,2.4849066497880004,4.54683557473796,4.770684624465665,True,-4.647769385299166,-0.0006468979863711416,0.3531037318819724,0.36393587186373255,-0.19116050546115904,5.225746673713202,8.486527777105353,8.367764677924308,2.211554486443585,5.87493073085203,4.007333185232471,3.784189633918261,4.820281565605037,2.5649493574615367,1,1,0,1.3726076235849924,0.0,1.0,1,0,0,0,0,-4.479194591872881,-4.702338143187091,-3.6662462115003156,0.7885762313048114,0.395681581685744,0.07341719942256135,17.622173047734595
DVOX,2.70805020110221,2.5712815906582356,2.70805020110221,2.46621207433047,4.672828834461906,True,1.0259855680060184,0.045262646375410436,0.36023952690996414,0.3602395726098161,4.738817821856107,6.236369590203704,9.602720240535692,9.508962384466297,2.6634509465636325,6.620073206530356,4.23410650459726,4.532599493153256,5.0369526024136295,2.772588722239781,1,0,1,5.653317353215586e-06,0.0,2.0,0,1,0,0,0,-5.368613735938433,-5.070120747382436,-4.565767638122063,0.829016092462168,0.4880840683054982,0.05065856129685917,18.76160733092296
DVR,2.5649493574615367,2.519842099789747,2.6390573296152584,2.3114738568790876,5.2832037287379885,True,0.8480926088488114,-0.0173493970743838,0.3443817409348046,0.3535862222408924,5.412979983201467,5.736572297479192,9.002577922700276,8.885025658050846,2.380556890329879,6.025865973825314,4.0943445622221,4.330733340286331,4.143134726391533,2.70805020110221,1,0,1,1.3281209752003122,0.0,5.0,0,0,0,0,1,-4.9082333604781745,-4.671844582413944,-4.859443196308742,0.790488216131013,0.3446826222684703,0.05096011816838995,19.47933524789667
DWA,3.332204510175204,2.924017738212866,3.1354942159291497,3.383949726053504,4.59511985013459,True,-1.346263099453058,0.010983105662161895,0.34291321682927917,0.351628659794242,5.70706375203927,6.016157159698354,9.429797135432397,9.368027647811777,2.57864300769823,6.483107351457199,4.04305126783455,4.143134726391533,4.74493212836325,3.1780538303479458,0,1,0,1.287968117737454,2.5543647746451774,2.0,0,1,0,0,0,-5.386745867597847,-5.286662409040865,-4.684865007069147,0.8837871947536808,0.5141939321832242,0.05251324875541995,20.51501089812595
DWRE,2.772588722239781,2.4384994805366564,2.5257286443082556,2.867979093958254,5.497168225293202,True,-0.3684031498640386,0.030940585942283706,0.35188213076115243,0.3646778597044102,4.0350721507570295,6.3835066348840055,9.64251232291291,9.551444720923957,2.6757426679022727,6.733401891837359,4.330733340286331,4.564348191467836,5.204006687076795,2.6026896854443837,0,1,0,1.6273839153085266,2.645668419946999,2.0,0,1,0,0,0,-5.31177898262658,-5.0781641314450745,-4.4385056358361155,0.833488641817343,0.38431622078159244,0.05452421134622874,18.29284737244248
DWRI,2.4849066497880004,2.2894284851066633,2.302585092994046,2.542216445534981,4.584967478670572,True,2.644786236347104,0.006311125847511249,0.3577362610011858,0.3672369997209759,4.396151408719278,5.811140992976701,9.023408202624545,8.90815361332152,2.4222849354365015,5.8971538676367405,3.4965075614664802,3.8918202981106265,4.5217885770490405,2.3978952727983707,0,1,1,1.1419480381305287,2.087064022423232,4.0,0,0,0,1,0,-5.526900641158065,-5.1315879045139186,-4.501619625575505,0.794129145970197,0.3657714511097565,0.04388185654008439,17.711404181462537
DXCM,2.4849066497880004,2.4101422641752306,2.4849066497880004,2.2727728328010204,4.276666119016055,True,-0.9582839714125566,-0.004151915958176802,0.3526502373674025,0.36603666207166474,4.592588484196865,5.030437921392435,8.151044945685024,8.078688229229872,2.062600510306105,5.318119993844216,2.6390573296152584,3.4011973816621555,3.9512437185814275,2.5649493574615367,1,0,0,1.678755990610092,0.0,1.0,1,0,0,0,0,-5.5119876160697645,-4.749847564022868,-4.199801227103596,0.8652702155533124,0.253278653509334,0.05884049610614364,17.847979716468288
DYP,2.1400661634962708,2.1897595699439445,2.1400661634962708,1.9806466615475389,4.060443010546419,True,0.954640270936004,-0.0266422234473113,0.3510644332260193,0.3633168563451382,4.49566777116293,6.710523109452428,9.976040745217837,9.863186255762603,2.8492176784688166,6.88653164253051,5.0106352940962555,5.438079308923196,5.288267030694535,2.2512917986064953,1,0,1,1.5810157615522646,0.0,1.0,1,0,0,0,0,-4.965405451121581,-4.537961436294641,-4.687773714523302,0.797950288240716,0.42464034086947233,0.04552429667519182,17.820573950984457
EBS,2.5257286443082556,2.519842099789747,2.6390573296152584,2.2701886683130823,4.532599493153256,True,0.8339550915402606,0.03156724266362676,0.35203280311814045,0.3654989156570514,4.872812803102145,6.364750756851911,9.611261840034475,9.522593098362169,2.6314170275019197,6.775366090936392,4.672828834461906,4.330733340286331,4.941642422609304,2.70805020110221,1,0,1,1.7018494953624972,0.0,1.0,1,0,0,0,0,-4.938433005572568,-5.280528499748144,-4.66961941742517,0.8374970955033656,0.32653061224489793,0.05866595231717118,17.95067711470663
ECHO,2.6390573296152584,2.46621207433047,2.5649493574615367,2.4135804415835485,6.253828811575473,True,0.5065797019100885,-0.0027121917885262474,0.3538165904696991,0.36437240641949814,5.3122597186707425,6.192362489474872,9.436040652072082,9.287116210778231,2.593058197109723,6.48768401848461,3.7376696182833684,3.871201010907891,4.919980925828125,2.6390573296152584,0,1,1,1.3272916004586643,0.0,3.0,0,0,1,0,0,-5.698371033788714,-5.564839641164191,-4.516059726243958,0.7424135228815828,0.3864821575687623,0.0524257899776572,18.19503406242004
ECYT,1.791759469228055,2.46621207433047,2.5649493574615367,1.9772420210310884,5.14166355650266,True,1.211918274106038,0.00944825402994243,0.35195855633735473,0.3579492752959716,2.6200929223430682,6.0063531596017325,9.271247306879705,9.195531256322475,2.509901442183411,6.369900982828227,4.07753744390572,4.5217885770490405,4.804021044733257,2.6390573296152584,1,1,1,0.7958249528777008,0.0,1.0,1,0,0,0,0,-5.193709862973985,-4.749458729830664,-4.467226262146448,0.8594762377704613,0.3791647455652892,0.054949190816710576,18.132998671500584
EDG,2.3978952727983707,2.519842099789747,2.6390573296152584,2.1179117921274466,4.787491742782046,True,-0.8387206526527142,-0.011181452773144654,0.3489573614098906,0.3565332760061988,6.815214460953165,6.428105272684596,9.46107597957406,9.860214640302662,2.7923063049217887,7.010311867307229,4.6443908991413725,5.4116460518550396,5.53338948872752,2.70805020110221,1,0,0,1.0374232450956795,0.0,5.0,0,0,0,0,1,-4.816685080432688,-4.049429927719021,-3.92768649084654,2.221710337274796,0.5863749181153614,0.08622767369697495,18.921456031864853
EDMC,2.8903717578961645,2.7144176165949063,2.8903717578961645,2.7922404402434,6.478509642208569,True,0.7774980097342586,-0.0027121917885262474,0.3411237333897767,0.35435259888094217,7.4290210146290825,6.311734809152915,9.596078849900314,9.50933323557383,2.6597074942754544,6.61472560020376,4.5217885770490405,5.087596335232384,5.147494476813453,2.9444389791664403,1,1,1,1.944267922768148,0.0,2.0,0,1,0,0,0,-5.0742902728512735,-4.5084825146679295,-4.44858437308686,0.8407245254161119,0.4127654388490157,0.05072414496498266,19.70161458941443
EEEE,2.3978952727983707,2.519842099789747,2.6390573296152584,2.2887923414505438,4.882801922586371,True,0.6126925675228417,0.019835982850230017,0.3489172830942352,0.3565332760061988,5.490288053723339,6.093569770045136,9.303739636234733,9.225130457448818,2.5343950537677364,6.395261598115449,4.248495242049359,4.382026634673881,4.663439094112067,2.70805020110221,1,1,1,1.0432046707019897,0.0,2.0,0,1,0,0,0,-5.055244394185373,-4.921713001560851,-4.640300542122665,0.854517448089444,0.3578362182737237,0.05455870297841334,18.921456031864853
EGLT,2.740840023925201,2.519842099789747,2.6390573296152584,2.493315476119323,4.3694478524670215,True,0.8092672334566456,-0.010369428156983829,0.3541171527356481,0.36325959348059284,4.150677635562261,5.981414211254481,9.330520532232288,9.158731238242952,2.5148963285625454,6.295266001439646,4.23410650459726,4.290459441148391,4.700480365792417,2.70805020110221,0,0,1,1.1555031311014865,1.4938015821857216,1.0,1,0,0,0,0,-5.096414027635029,-5.0400610910838965,-4.630040166439871,0.7092277421795703,0.40817901234567894,0.04806242795069611,18.428152758791068
